Time(S),GPU0_Power(W)
0.01,128.25
0.01,128.25
0.21,128.94
0.42,129.64
0.62,130.2
0.82,131.07
1.02,131.39
1.22,130.85
1.42,121.55
1.62,112.27
1.82,102.72
2.02,93.87
2.22,84.25
2.42,83.77
2.62,83.55
2.82,83.28
3.02,83.11
3.22,83.08
3.42,83.05
3.62,83.04
3.82,83.01
4.02,83.02
4.22,83.06
4.42,83.12
4.62,83.04
4.82,83.02
5.02,82.99
5.22,82.88
5.42,82.74
5.62,82.69
5.82,84.36
6.02,93.61
6.22,102.81
6.42,111.14
6.62,120.19
6.82,128.23
7.02,127.76
7.22,137.2
7.42,142.53
7.62,175.49
7.82,174.78
8.02,174.81
8.22,166.12
8.42,160.61
8.62,128.11
8.82,127.53
9.02,127.49
9.22,127.47
9.42,127.79
