Time(S),GPU0_Power(W)
0.22,96.0
0.22,96.0
0.42,83.0
0.62,133.0
0.82,134.0
1.02,133.0
1.22,131.0
1.42,131.0
1.62,131.0
1.82,115.0
2.02,129.0
2.22,131.0
2.42,131.0
2.62,100.0
2.82,83.0
3.02,81.0
3.22,126.0
3.42,130.0
3.62,131.0
3.82,131.0
4.02,131.0
4.22,131.0
4.42,131.0
4.62,131.0
4.82,131.0
5.02,89.0
5.22,82.0
5.42,81.0
5.62,81.0
5.82,81.0
6.03,81.0
6.23,81.0
6.43,81.0
6.63,81.0
6.83,81.0
7.03,81.0
7.23,81.0
7.43,81.0
7.63,81.0
7.83,81.0
8.03,81.0
8.23,81.0
8.43,81.0
8.63,81.0
8.83,81.0
9.03,81.0
9.23,81.0
9.43,81.0
9.63,104.0
9.83,127.0
10.03,130.0
10.23,100.0
10.43,83.0
10.63,81.0
10.83,124.0
11.03,116.0
11.23,130.0
11.43,110.0
11.63,85.0
11.83,114.0
12.03,129.0
12.23,131.0
12.43,132.0
12.63,132.0
12.83,132.0
13.03,132.0
13.23,132.0
13.43,132.0
13.63,132.0
13.83,132.0
14.03,132.0
14.23,132.0
14.43,132.0
14.63,101.0
14.83,126.0
15.03,131.0
15.23,132.0
15.43,132.0
15.63,132.0
15.83,132.0
16.03,132.0
16.23,132.0
16.43,132.0
16.63,132.0
16.83,132.0
17.03,132.0
17.23,132.0
17.43,132.0
17.63,132.0
17.83,132.0
18.03,132.0
18.23,132.0
18.43,132.0
18.63,132.0
18.83,132.0
19.03,132.0
19.23,132.0
19.43,132.0
19.63,132.0
19.83,132.0
20.03,132.0
20.23,132.0
20.43,132.0
20.63,132.0
20.83,132.0
21.03,132.0
21.23,132.0
21.43,124.0
21.63,119.0
21.83,135.0
22.03,137.0
22.23,141.0
22.43,159.0
22.63,149.0
22.83,102.0
23.03,87.0
23.23,154.0
23.43,187.0
23.63,165.0
23.83,110.0
24.03,111.0
24.23,135.0
24.43,138.0
24.63,157.0
24.83,178.0
25.03,129.0
25.23,137.0
25.43,138.0
25.63,215.0
25.83,149.0
26.03,140.0
26.23,218.0
26.43,143.0
26.63,132.0
26.83,138.0
27.03,138.0
27.23,158.0
27.43,141.0
27.63,139.0
27.83,154.0
28.03,96.0
28.23,125.0
28.43,136.0
28.63,138.0
28.83,158.0
29.03,160.0
29.23,141.0
29.43,139.0
29.63,161.0
29.83,142.0
30.03,139.0
30.23,166.0
30.43,142.0
30.63,139.0
30.83,168.0
31.03,142.0
31.23,139.0
31.43,171.0
31.63,142.0
31.83,136.0
32.03,138.0
32.23,139.0
32.43,159.0
32.63,163.0
32.83,133.0
33.03,138.0
33.23,139.0
33.43,176.0
33.63,144.0
33.83,139.0
34.03,179.0
34.23,144.0
34.43,139.0
34.63,181.0
34.83,144.0
35.03,139.0
35.23,201.0
35.43,202.0
35.63,497.0
35.83,501.0
36.03,341.0
36.23,238.0
36.43,339.0
36.63,364.0
36.83,271.0
37.03,496.0
37.23,484.0
37.43,293.0
37.63,235.0
37.83,492.0
38.03,308.0
38.23,493.0
38.43,509.0
38.63,283.0
38.83,229.0
39.03,264.0
39.23,261.0
39.43,300.0
39.63,293.0
39.83,237.0
40.03,254.0
40.23,275.0
40.43,282.0
40.63,304.0
40.83,287.0
41.03,150.0
41.23,96.0
41.43,89.0
41.63,96.0
41.83,99.0
42.03,89.0
42.23,87.0
42.43,97.0
42.63,134.0
42.83,106.0
43.03,90.0
43.23,87.0
43.43,87.0
43.63,87.0
43.83,87.0
44.04,87.0
44.24,87.0
44.44,87.0
44.64,90.0
44.84,110.0
45.04,92.0
45.24,87.0
45.44,87.0
45.64,117.0
45.84,91.0
46.04,123.0
