Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W),GPU4_Power(W),GPU5_Power(W),GPU6_Power(W),GPU7_Power(W)
0.00,161.0,161.0,156.0,160.0,153.0,161.0,160.0,150.0
0.00,161.0,161.0,156.0,160.0,153.0,161.0,160.0,150.0
0.20,163.0,168.0,161.0,164.0,156.0,163.0,162.0,157.0
0.40,133.0,138.0,130.0,135.0,128.0,133.0,131.0,128.0
0.60,128.0,133.0,126.0,130.0,124.0,128.0,126.0,123.0
0.80,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
1.00,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
1.20,128.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
1.40,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
1.60,128.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
1.80,127.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
2.00,127.0,132.0,125.0,129.0,122.0,127.0,124.0,122.0
2.20,127.0,132.0,125.0,129.0,122.0,127.0,124.0,122.0
2.40,127.0,132.0,125.0,129.0,122.0,127.0,125.0,122.0
2.60,127.0,131.0,125.0,129.0,122.0,126.0,125.0,122.0
2.80,127.0,131.0,124.0,129.0,122.0,127.0,125.0,122.0
3.00,127.0,131.0,125.0,129.0,123.0,127.0,124.0,121.0
3.20,128.0,131.0,125.0,129.0,123.0,127.0,124.0,121.0
3.40,127.0,131.0,125.0,129.0,122.0,126.0,125.0,122.0
3.60,127.0,131.0,125.0,129.0,123.0,126.0,124.0,121.0
3.80,127.0,131.0,125.0,129.0,122.0,127.0,124.0,121.0
4.00,127.0,131.0,125.0,129.0,123.0,126.0,125.0,121.0
4.20,127.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
4.40,127.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
4.60,127.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
4.80,127.0,131.0,124.0,129.0,123.0,126.0,125.0,121.0
5.00,127.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
5.20,127.0,131.0,125.0,129.0,122.0,127.0,125.0,122.0
5.40,127.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
5.60,127.0,131.0,124.0,129.0,122.0,127.0,125.0,121.0
5.80,127.0,131.0,124.0,129.0,122.0,126.0,124.0,121.0
