Time(S),GPU0_Power(W)
0.00,137.0
0.00,137.0
0.20,101.0
0.40,84.0
0.60,134.0
0.80,135.0
1.00,135.0
1.20,111.0
1.40,86.0
1.60,82.0
1.80,82.0
2.00,88.0
2.20,126.0
2.40,124.0
2.60,87.0
2.80,82.0
3.00,82.0
3.20,82.0
3.40,81.0
3.60,119.0
3.80,99.0
4.00,84.0
4.20,82.0
4.40,81.0
4.60,81.0
4.80,81.0
5.00,81.0
5.20,81.0
5.40,81.0
5.60,109.0
5.80,101.0
6.00,84.0
6.20,82.0
6.40,81.0
6.60,81.0
6.80,81.0
7.00,81.0
7.20,81.0
7.40,81.0
7.60,81.0
7.80,81.0
8.00,81.0
8.20,81.0
8.40,81.0
8.60,81.0
8.80,81.0
9.00,81.0
9.20,81.0
9.40,81.0
9.60,81.0
9.80,81.0
10.00,81.0
10.20,81.0
10.40,115.0
10.60,86.0
10.80,82.0
11.00,81.0
11.20,81.0
11.40,81.0
11.60,108.0
11.80,129.0
12.00,135.0
12.20,133.0
12.40,132.0
12.60,133.0
12.80,132.0
13.00,132.0
13.20,116.0
13.40,93.0
13.60,132.0
13.80,137.0
14.00,138.0
14.20,138.0
14.40,138.0
14.60,158.0
14.81,152.0
15.01,220.0
15.21,204.0
15.41,267.0
15.61,189.0
15.81,499.0
16.01,542.0
16.21,548.0
16.41,441.0
16.61,258.0
16.81,240.0
17.01,362.0
17.21,188.0
17.41,109.0
17.61,86.0
17.81,170.0
18.01,193.0
18.21,197.0
18.41,480.0
18.61,541.0
18.81,280.0
19.01,230.0
19.21,319.0
19.41,385.0
19.61,528.0
19.81,547.0
20.01,550.0
20.21,328.0
20.41,263.0
20.61,254.0
20.81,267.0
21.01,202.0
21.21,275.0
21.41,513.0
21.61,380.0
21.81,247.0
22.01,325.0
22.21,518.0
22.41,546.0
22.61,549.0
22.81,360.0
23.01,254.0
23.21,239.0
23.41,296.0
23.61,202.0
23.81,335.0
24.01,266.0
24.21,206.0
24.41,377.0
24.61,217.0
24.81,219.0
25.01,288.0
25.21,217.0
25.41,285.0
25.61,224.0
25.81,201.0
26.01,215.0
26.21,202.0
26.41,256.0
26.61,203.0
26.81,211.0
27.01,458.0
27.21,253.0
27.41,227.0
27.61,217.0
27.81,286.0
28.01,236.0
28.21,230.0
28.41,223.0
28.61,146.0
28.81,96.0
29.01,89.0
29.21,122.0
29.41,93.0
29.61,86.0
29.81,82.0
30.01,119.0
30.21,89.0
30.41,83.0
30.61,82.0
30.81,82.0
31.01,82.0
31.21,82.0
31.41,82.0
31.61,82.0
31.81,87.0
32.01,97.0
32.21,86.0
32.41,82.0
32.61,82.0
32.81,82.0
33.01,118.0
33.21,131.0
33.41,132.0
33.61,135.0
