Time(S),GPU0_Power(W)
0.01,128.93
0.01,128.93
0.21,129.58
0.42,130.15
0.62,130.76
0.82,131.55
1.02,131.91
1.22,131.95
1.42,127.72
1.62,118.29
1.82,108.36
2.02,98.69
2.22,89.03
2.42,83.78
2.62,83.71
2.82,83.54
3.02,83.39
3.22,83.25
3.42,83.24
3.62,83.25
3.82,83.29
4.02,83.27
4.22,83.33
4.42,83.3
4.62,83.29
4.82,83.23
5.02,83.19
5.22,83.16
5.42,83.16
5.62,83.15
5.82,83.14
6.02,83.24
6.22,92.28
6.42,100.89
6.62,109.57
6.82,118.95
7.02,127.06
7.22,127.97
7.42,128.04
7.62,128.18
7.82,128.24
8.02,129.73
8.22,135.68
8.42,142.32
8.62,149.52
8.82,155.79
9.02,161.04
9.22,164.25
9.42,163.77
9.62,164.07
9.82,165.22
10.02,163.54
10.22,164.58
10.42,163.82
10.62,160.65
10.82,152.89
11.03,147.77
11.23,141.46
11.43,132.83
11.63,128.65
11.83,127.81
12.03,127.9
12.23,127.96
12.43,128.07
