Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,121.83,138.97,117.24,130.06
0.12,121.79,138.96,117.21,130.12
0.32,121.8,138.93,117.2,130.12
0.52,121.79,138.96,117.22,130.11
0.72,121.8,139.07,117.22,130.03
0.92,121.71,139.21,117.16,129.97
1.12,114.54,139.18,117.18,128.04
1.32,102.47,130.1,106.47,113.65
1.53,93.14,118.04,96.97,102.56
1.74,81.71,105.93,87.43,91.38
1.94,72.32,92.56,77.7,80.22
2.15,72.08,80.42,69.51,73.22
2.35,72.0,78.39,69.38,73.13
2.56,71.94,78.07,69.32,73.05
2.76,71.89,77.81,69.3,73.04
2.97,71.85,77.69,69.29,73.03
3.17,71.81,77.61,69.27,73.0
3.38,71.79,77.64,69.25,72.96
3.58,71.8,77.55,69.26,72.94
3.79,71.84,77.37,69.26,72.92
4.00,71.87,77.25,69.28,72.89
4.20,71.86,77.17,69.26,72.86
4.40,71.88,77.11,69.23,72.83
4.61,71.86,77.14,69.22,72.8
4.81,71.86,77.12,69.21,72.76
5.02,71.83,76.96,69.22,72.75
5.26,71.83,76.73,69.21,72.7
6.57,71.81,76.42,69.23,72.68
7.95,71.79,76.35,69.22,72.67
8.16,71.78,76.33,69.21,72.63
8.36,71.8,76.36,69.22,72.6
8.57,71.78,76.46,69.23,72.6
8.77,71.75,76.31,69.22,72.6
9.16,82.16,76.22,69.18,72.58
9.40,92.21,76.18,69.19,72.58
9.60,100.78,76.19,69.19,72.57
9.80,110.39,76.28,69.21,72.58
10.00,118.76,76.24,69.2,72.58
10.22,117.94,76.14,69.21,72.61
10.43,117.2,78.01,69.15,72.59
10.84,117.26,89.56,69.15,72.57
11.05,117.21,102.12,69.19,72.57
11.27,117.2,111.94,78.88,72.54
11.47,117.25,121.9,87.12,73.3
11.67,117.18,131.8,95.76,84.5
11.87,117.83,131.34,103.85,94.97
12.07,119.54,131.94,112.11,103.21
12.27,119.65,132.18,113.87,114.28
12.47,119.76,132.54,113.41,123.75
12.67,119.85,132.8,113.44,125.64
12.87,117.54,132.25,112.69,125.16
13.31,117.57,132.36,112.67,125.2
13.51,117.57,132.6,112.66,125.26
13.75,117.94,133.2,113.19,126.52
13.95,118.95,134.65,114.5,127.54
14.15,118.98,134.74,114.49,127.61
14.35,119.44,134.92,114.59,127.97
14.55,120.66,135.85,115.55,129.15
14.75,127.6,142.29,121.9,134.59
14.95,127.93,142.03,121.5,134.59
15.15,134.74,148.36,127.81,140.69
15.35,137.47,150.33,129.61,142.4
15.55,141.46,154.93,133.57,146.6
15.75,137.91,150.37,129.05,141.4
15.95,135.49,149.18,127.42,139.98
16.15,129.63,143.58,121.17,133.77
16.35,126.42,141.23,119.57,131.84
16.55,120.6,136.16,114.69,127.34
16.75,117.54,134.36,112.65,125.58
16.95,117.49,134.32,112.64,125.53
17.15,117.47,134.34,112.61,125.53
17.35,118.06,134.75,112.84,125.74
17.58,118.83,135.66,113.58,126.43
