Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W),GPU4_Power(W),GPU5_Power(W),GPU6_Power(W),GPU7_Power(W)
0.00,161.0,155.0,150.0,154.0,148.0,154.0,154.0,146.0
0.00,161.0,155.0,150.0,154.0,148.0,154.0,154.0,146.0
0.20,162.0,165.0,160.0,162.0,156.0,163.0,162.0,156.0
0.40,132.0,136.0,129.0,133.0,127.0,132.0,130.0,127.0
0.60,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
0.80,127.0,131.0,124.0,128.0,122.0,126.0,125.0,122.0
1.00,127.0,131.0,124.0,128.0,122.0,126.0,124.0,121.0
1.20,127.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
1.40,127.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
1.60,127.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
1.80,127.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
2.00,127.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
2.20,127.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
2.40,127.0,130.0,124.0,127.0,121.0,126.0,125.0,121.0
2.60,127.0,130.0,123.0,128.0,122.0,126.0,125.0,122.0
2.80,127.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
3.00,127.0,129.0,124.0,128.0,122.0,126.0,124.0,121.0
3.20,127.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
3.40,127.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
3.60,127.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
3.80,126.0,129.0,124.0,128.0,122.0,126.0,124.0,121.0
4.00,126.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
4.21,127.0,129.0,123.0,128.0,122.0,126.0,124.0,121.0
4.41,126.0,130.0,124.0,127.0,121.0,126.0,124.0,121.0
4.61,127.0,130.0,123.0,128.0,121.0,126.0,124.0,121.0
4.81,126.0,130.0,124.0,128.0,122.0,126.0,125.0,121.0
5.01,126.0,129.0,123.0,128.0,121.0,125.0,125.0,121.0
5.21,127.0,130.0,124.0,127.0,122.0,125.0,125.0,121.0
5.41,127.0,130.0,124.0,127.0,122.0,126.0,124.0,121.0
5.61,127.0,129.0,124.0,128.0,122.0,126.0,124.0,121.0
5.81,126.0,130.0,123.0,127.0,121.0,126.0,124.0,121.0
6.01,126.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
6.21,126.0,130.0,123.0,128.0,121.0,125.0,124.0,121.0
6.41,126.0,130.0,123.0,128.0,122.0,126.0,124.0,121.0
6.61,126.0,129.0,123.0,128.0,122.0,126.0,124.0,121.0
6.81,126.0,129.0,124.0,128.0,121.0,125.0,124.0,121.0
7.01,126.0,129.0,124.0,127.0,121.0,126.0,124.0,121.0
7.21,126.0,129.0,124.0,128.0,122.0,126.0,124.0,121.0
7.41,126.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
7.61,126.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
7.81,126.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
8.01,127.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
8.21,127.0,130.0,124.0,127.0,122.0,126.0,124.0,122.0
8.41,126.0,130.0,124.0,127.0,122.0,125.0,124.0,121.0
8.61,127.0,130.0,123.0,127.0,121.0,125.0,124.0,121.0
8.81,126.0,130.0,123.0,127.0,122.0,126.0,124.0,121.0
9.01,126.0,130.0,124.0,128.0,121.0,125.0,124.0,121.0
9.21,126.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
9.41,126.0,130.0,124.0,128.0,122.0,125.0,124.0,121.0
9.61,126.0,130.0,124.0,127.0,122.0,126.0,124.0,121.0
9.81,126.0,130.0,123.0,128.0,121.0,125.0,124.0,121.0
10.01,126.0,130.0,123.0,128.0,122.0,125.0,124.0,121.0
10.21,126.0,129.0,123.0,128.0,121.0,125.0,124.0,121.0
10.41,126.0,130.0,123.0,128.0,121.0,125.0,124.0,121.0
10.61,126.0,130.0,123.0,128.0,121.0,125.0,124.0,121.0
10.81,126.0,129.0,123.0,128.0,122.0,125.0,124.0,121.0
11.01,133.0,130.0,124.0,128.0,121.0,125.0,125.0,121.0
11.21,166.0,130.0,123.0,127.0,121.0,125.0,123.0,121.0
11.41,165.0,130.0,123.0,128.0,121.0,125.0,124.0,121.0
11.61,160.0,130.0,123.0,128.0,121.0,125.0,124.0,121.0
11.81,160.0,129.0,123.0,128.0,121.0,125.0,124.0,121.0
12.01,160.0,129.0,124.0,128.0,121.0,126.0,124.0,121.0
12.21,159.0,130.0,123.0,127.0,121.0,125.0,124.0,121.0
12.41,160.0,130.0,124.0,127.0,122.0,125.0,124.0,121.0
12.61,159.0,130.0,123.0,127.0,121.0,126.0,124.0,121.0
12.81,159.0,129.0,123.0,127.0,121.0,125.0,124.0,121.0
13.01,159.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
13.21,161.0,129.0,124.0,127.0,121.0,126.0,124.0,123.0
13.41,165.0,139.0,124.0,127.0,121.0,125.0,124.0,149.0
13.61,171.0,147.0,138.0,127.0,122.0,126.0,124.0,130.0
13.81,178.0,137.0,137.0,147.0,121.0,125.0,124.0,127.0
14.01,184.0,135.0,130.0,139.0,144.0,126.0,124.0,127.0
14.21,191.0,135.0,129.0,134.0,132.0,151.0,124.0,126.0
14.41,199.0,136.0,129.0,134.0,128.0,135.0,162.0,128.0
14.61,177.0,135.0,129.0,133.0,127.0,131.0,149.0,127.0
14.81,197.0,135.0,129.0,134.0,152.0,143.0,161.0,127.0
15.01,200.0,135.0,142.0,160.0,160.0,162.0,163.0,126.0
15.21,201.0,184.0,160.0,167.0,161.0,165.0,164.0,139.0
15.41,227.0,199.0,190.0,195.0,188.0,193.0,193.0,182.0
15.61,239.0,211.0,204.0,207.0,200.0,207.0,206.0,199.0
15.81,234.0,198.0,191.0,198.0,199.0,203.0,204.0,184.0
16.01,223.0,191.0,194.0,204.0,197.0,199.0,195.0,186.0
16.21,224.0,202.0,200.0,204.0,192.0,192.0,190.0,194.0
16.41,207.0,177.0,175.0,177.0,167.0,172.0,169.0,169.0
16.61,204.0,173.0,167.0,173.0,164.0,169.0,166.0,163.0
16.81,225.0,202.0,200.0,200.0,192.0,199.0,199.0,192.0
17.01,237.0,229.0,219.0,226.0,216.0,231.0,230.0,213.0
17.21,259.0,275.0,235.0,266.0,265.0,259.0,257.0,230.0
17.41,219.0,232.0,235.0,223.0,221.0,221.0,220.0,228.0
17.61,175.0,181.0,177.0,177.0,172.0,174.0,173.0,173.0
17.81,170.0,173.0,178.0,170.0,163.0,169.0,168.0,165.0
18.01,254.0,236.0,256.0,234.0,234.0,234.0,246.0,240.0
18.21,303.0,310.0,304.0,308.0,297.0,305.0,301.0,294.0
18.41,259.0,263.0,257.0,262.0,253.0,262.0,261.0,250.0
18.61,216.0,220.0,213.0,219.0,210.0,217.0,213.0,209.0
18.81,243.0,246.0,240.0,244.0,235.0,243.0,240.0,235.0
19.01,247.0,251.0,244.0,247.0,239.0,247.0,246.0,239.0
19.21,242.0,246.0,240.0,243.0,236.0,243.0,241.0,233.0
19.41,236.0,238.0,231.0,237.0,228.0,235.0,233.0,227.0
19.61,246.0,250.0,243.0,248.0,240.0,246.0,245.0,239.0
19.81,251.0,254.0,247.0,252.0,245.0,253.0,249.0,242.0
20.01,216.0,220.0,214.0,219.0,211.0,218.0,215.0,210.0
20.21,243.0,244.0,240.0,243.0,235.0,244.0,241.0,233.0
20.41,250.0,253.0,247.0,251.0,242.0,249.0,248.0,240.0
20.61,245.0,248.0,242.0,247.0,238.0,246.0,244.0,236.0
20.81,231.0,234.0,224.0,233.0,224.0,231.0,228.0,221.0
21.01,358.0,348.0,339.0,346.0,335.0,344.0,241.0,335.0
21.21,291.0,294.0,290.0,292.0,280.0,290.0,235.0,276.0
21.41,226.0,229.0,222.0,228.0,219.0,226.0,215.0,217.0
21.61,208.0,212.0,205.0,210.0,202.0,207.0,204.0,201.0
21.81,205.0,210.0,202.0,208.0,199.0,205.0,201.0,198.0
22.01,205.0,209.0,201.0,208.0,199.0,205.0,201.0,198.0
22.21,205.0,208.0,201.0,208.0,199.0,204.0,201.0,198.0
22.41,205.0,209.0,201.0,207.0,199.0,205.0,201.0,198.0
22.61,205.0,208.0,201.0,207.0,198.0,204.0,201.0,198.0
22.81,205.0,208.0,201.0,207.0,198.0,205.0,201.0,198.0
23.01,229.0,228.0,219.0,219.0,205.0,205.0,202.0,221.0
23.21,239.0,242.0,234.0,239.0,229.0,236.0,233.0,231.0
23.41,241.0,245.0,239.0,242.0,234.0,243.0,240.0,233.0
23.61,230.0,217.0,210.0,215.0,207.0,214.0,212.0,205.0
23.81,208.0,181.0,173.0,178.0,171.0,176.0,173.0,169.0
24.01,180.0,185.0,180.0,185.0,178.0,175.0,171.0,176.0
24.21,179.0,178.0,172.0,183.0,170.0,174.0,172.0,174.0
24.41,195.0,199.0,194.0,199.0,191.0,198.0,197.0,189.0
24.61,176.0,183.0,180.0,186.0,181.0,193.0,198.0,172.0
