Time(S),GPU0_Power(W)
0.03,33.62
0.03,33.62
0.23,33.45
0.43,33.45
0.63,33.42
0.83,33.36
1.03,33.26
1.23,33.34
1.43,32.19
1.63,31.61
1.83,31.61
2.03,31.61
2.23,31.61
2.43,31.61
2.63,31.51
2.83,31.42
3.03,31.51
3.23,31.42
3.43,31.51
3.63,31.51
3.83,31.61
4.03,31.51
4.23,31.61
4.43,31.51
4.63,31.51
4.83,31.51
5.03,31.5
5.23,31.51
5.43,31.61
5.63,31.61
5.83,35.47
6.03,33.53
6.23,33.44
6.43,33.44
6.63,33.44
6.83,33.53
7.03,33.62
7.23,33.82
7.43,33.82
7.63,34.03
7.83,33.53
8.03,33.81
8.56,33.42
9.14,33.43
9.70,33.44
10.17,33.44
10.46,33.33
11.03,33.36
11.97,34.5
12.17,33.43
12.37,33.43
12.57,33.43
12.77,33.43
12.97,33.52
13.17,33.52
13.37,33.43
13.57,33.43
13.77,33.43
13.98,33.33
14.18,33.43
14.38,33.43
14.58,33.52
14.78,33.43
14.98,33.43
15.18,33.45
15.41,33.45
15.61,33.44
15.81,39.24
16.01,39.29
16.21,33.48
16.41,33.85
16.61,33.49
16.81,33.5
17.01,68.15
17.21,33.38
17.49,33.85
17.69,33.57
17.89,47.56
18.12,33.69
18.32,46.17
18.52,34.55
18.72,56.26
19.02,56.26
19.22,39.34
19.42,33.93
19.62,33.54
19.82,33.45
20.02,69.59
20.22,36.88
20.42,33.76
20.62,33.55
20.82,33.45
21.02,61.66
21.22,35.43
21.42,33.58
21.62,33.47
21.84,33.47
22.04,33.48
22.24,39.56
22.44,50.48
22.64,34.93
22.84,33.65
23.04,33.39
23.24,33.56
23.44,55.29
23.64,35.18
23.84,33.49
24.16,33.49
24.36,33.29
24.64,34.25
24.84,33.38
25.04,34.61
25.24,33.27
25.44,63.06
25.64,37.7
25.84,33.31
26.04,33.42
26.24,33.41
26.44,67.37
26.64,37.4
26.84,41.21
27.04,33.38
27.24,33.27
27.44,33.4
27.64,33.27
27.84,33.26
28.04,33.35
28.24,33.25
28.44,33.33
28.64,33.44
28.84,33.44
29.04,33.44
29.24,33.43
29.44,33.44
29.64,33.43
29.84,33.25
30.04,33.43
30.24,33.43
30.44,33.62
30.64,33.72
30.84,33.82
31.04,33.25
31.24,33.34
