Time(S),GPU0_Power(W)
0.02,34.87
0.02,34.87
0.22,34.87
0.42,34.87
0.62,34.87
0.82,34.87
1.02,34.87
1.22,34.87
1.42,34.88
1.63,34.87
1.83,33.52
2.03,33.71
2.23,33.81
2.43,33.71
2.63,33.52
2.83,33.61
3.03,33.72
3.23,33.61
3.43,33.61
3.63,33.61
3.83,33.61
4.03,33.71
4.23,33.62
4.43,33.72
4.63,33.71
4.83,33.61
5.03,33.69
5.23,33.72
5.43,54.67
5.63,34.79
5.83,206.48
6.03,232.40
6.23,58.33
6.43,52.29
6.63,56.98
6.83,109.37
7.03,242.47
7.23,51.81
7.43,243.76
7.63,165.93
7.83,69.08
8.03,166.65
8.23,63.08
8.43,194.98
8.63,52.84
