Time(S),GPU0_Power(W)
0.06,198.89
0.06,198.91
0.26,198.79
0.46,198.74
0.66,198.56
0.86,198.32
1.06,198.33
1.26,198.35
1.46,198.36
1.66,196.19
1.86,186.41
2.06,176.36
2.26,166.1
2.46,155.64
2.66,147.2
2.86,146.34
3.06,145.68
3.26,145.16
3.46,144.9
3.66,144.78
3.86,144.71
4.06,144.62
4.26,144.5
4.46,144.41
4.66,144.31
4.86,144.17
5.06,144.1
5.26,144.03
5.46,144.02
5.66,144.03
5.86,144.07
6.07,144.09
6.27,144.08
6.47,144.21
6.78,144.41
6.98,152.21
7.18,163.24
7.38,173.46
7.58,184.0
7.78,194.38
7.98,198.1
8.18,198.0
8.38,198.01
8.58,197.96
8.78,197.99
8.98,197.97
9.18,197.9
10.34,197.95
10.94,197.88
11.75,197.92
11.95,197.94
12.15,198.0
12.35,198.04
12.55,198.05
12.75,198.05
12.95,198.05
13.15,198.04
13.35,198.09
13.55,198.1
13.75,198.09
13.95,198.09
14.15,198.14
14.35,198.2
14.55,198.27
14.75,198.58
14.95,198.76
15.15,200.25
15.35,200.74
15.55,200.84
15.75,201.06
15.95,201.45
16.15,200.92
16.35,200.88
16.55,201.11
16.75,201.55
16.95,201.21
17.15,201.86
17.35,201.35
17.55,201.72
17.75,201.57
17.95,201.8
18.15,201.3
18.35,200.7
18.55,201.15
18.75,200.66
18.95,201.6
19.16,201.41
19.36,202.25
19.56,201.4
19.76,202.95
19.96,201.25
20.16,202.28
20.36,201.1
20.56,203.06
20.76,201.59
20.96,202.53
21.16,201.49
21.36,202.17
21.56,200.2
21.76,200.13
21.98,200.28
22.18,200.26
22.38,200.59
22.58,200.59
22.78,201.4
22.98,201.03
23.18,202.22
23.38,201.16
23.58,201.88
23.78,200.46
23.98,201.95
24.18,200.86
24.38,201.82
24.58,201.06
24.78,203.06
24.98,201.7
25.18,202.53
25.38,201.63
25.58,202.86
25.78,201.0
25.98,201.84
26.18,200.93
26.38,201.46
26.58,200.05
26.78,199.9
26.98,199.06
27.18,198.85
27.38,198.24
27.58,198.22
27.78,198.19
27.98,198.16
28.18,198.16
28.38,198.26
28.58,198.28
28.78,198.24
28.98,198.28
