Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.14,122.58,149.79,117.09,129.18
0.14,122.47,149.79,117.12,129.18
0.34,122.52,149.76,117.12,129.15
0.54,122.52,149.84,117.11,129.18
0.74,122.45,149.75,117.01,129.05
0.94,122.37,149.73,117.08,129.09
1.14,122.37,149.68,117.04,129.1
1.34,111.57,147.21,117.0,124.66
1.54,100.49,131.48,111.07,111.45
1.74,89.53,118.18,101.53,100.37
1.94,80.39,104.68,92.6,89.32
2.15,72.69,90.97,83.29,77.11
2.35,72.54,82.6,72.17,73.67
2.56,72.44,82.21,69.61,73.58
2.76,72.41,81.99,69.47,73.51
2.97,72.36,81.72,69.46,73.44
3.17,72.33,81.47,69.43,73.41
3.38,72.3,81.28,69.43,73.35
3.58,72.27,81.14,69.38,73.38
3.78,72.26,81.02,69.42,73.4
3.99,72.26,80.96,69.43,73.41
4.20,72.32,80.76,69.42,73.4
4.40,72.31,80.61,69.38,73.35
4.61,72.32,80.48,69.37,73.36
4.81,72.31,80.44,69.4,73.33
5.02,72.28,80.47,69.4,73.31
5.22,72.25,80.43,69.38,73.31
5.45,72.29,80.09,69.3,73.25
6.16,72.22,80.02,69.32,73.27
6.56,72.14,79.58,69.36,73.23
7.72,72.16,79.31,69.32,73.22
8.51,72.16,79.34,69.33,73.2
8.72,72.15,79.23,69.31,73.17
8.93,72.15,79.13,69.32,73.19
9.13,72.11,79.04,69.32,73.14
9.34,72.11,78.95,69.3,73.16
9.54,72.1,78.98,69.34,73.14
9.90,73.46,78.88,69.34,73.14
10.16,84.16,78.8,69.32,73.14
10.39,93.82,78.76,69.29,73.14
10.59,102.93,78.72,69.34,73.13
10.79,111.25,78.76,69.35,73.1
10.99,118.83,78.68,69.34,73.13
11.19,117.86,78.63,69.35,73.15
11.39,117.69,78.46,69.28,73.11
12.30,117.62,78.3,69.29,73.04
13.10,117.67,78.12,69.26,73.04
13.97,117.64,78.03,69.28,73.01
14.76,117.75,77.93,69.26,72.96
15.67,117.72,77.88,69.25,72.98
15.89,117.71,77.81,69.28,72.98
16.09,117.72,77.8,69.29,72.96
16.30,117.76,77.84,69.28,72.97
16.51,117.74,77.92,69.26,72.94
16.72,117.75,77.92,69.25,72.92
16.93,117.69,77.95,69.24,72.93
17.14,117.74,77.99,69.28,72.91
17.35,117.73,78.0,69.29,72.94
17.56,117.69,78.06,69.29,72.94
17.77,117.77,77.98,69.28,72.94
17.98,117.84,77.9,69.25,72.93
18.19,117.8,77.84,69.27,72.87
18.40,117.8,77.83,69.28,72.87
18.61,117.76,77.87,69.28,72.86
18.82,117.7,77.86,69.26,72.88
19.03,117.65,77.81,69.23,72.92
19.25,117.7,77.76,69.24,72.87
19.46,117.78,77.71,69.25,72.87
19.90,117.88,90.42,69.25,72.85
