Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.13,122.16,147.46,116.94,128.55
0.13,122.17,147.57,116.94,128.96
0.33,122.13,147.62,116.93,128.97
0.53,122.14,147.67,116.93,128.96
0.73,122.12,147.71,116.91,128.78
0.93,119.48,147.62,116.89,128.79
1.13,107.96,146.42,116.89,119.43
1.33,96.91,132.57,108.11,106.73
1.53,86.03,117.93,97.54,95.89
1.74,77.0,104.76,88.0,85.04
1.95,72.59,91.44,78.41,73.75
2.15,72.4,81.81,69.36,73.55
2.36,72.31,81.41,69.27,73.46
2.57,72.25,81.1,69.21,73.45
2.77,72.27,80.86,69.19,73.38
2.98,72.29,80.69,69.18,73.36
3.19,72.26,80.57,69.2,73.34
3.40,72.24,80.39,69.19,73.34
3.61,72.23,80.31,69.23,73.33
3.81,72.21,80.23,69.19,73.27
4.02,72.22,80.09,69.18,73.27
4.25,72.21,79.79,69.18,73.25
4.97,72.22,79.67,69.18,73.24
5.37,72.18,79.19,69.17,73.19
6.51,72.11,78.94,69.13,73.22
7.33,72.12,78.86,69.12,73.19
7.53,72.1,78.79,69.13,73.14
7.74,72.08,78.78,69.12,73.16
7.95,72.1,78.76,69.13,73.15
8.15,72.12,78.65,69.15,73.11
8.52,81.7,78.58,69.15,73.07
8.77,92.14,78.56,69.12,73.08
8.97,101.57,78.56,69.11,73.09
9.17,108.98,78.66,69.11,73.05
9.37,117.85,78.73,69.13,73.06
9.57,118.15,78.82,69.09,73.08
9.77,117.35,78.9,69.12,73.05
9.97,117.37,78.97,69.11,73.06
10.21,117.28,78.69,69.09,72.96
11.43,117.42,78.55,69.05,72.91
12.31,117.4,78.48,69.08,72.9
12.71,117.31,78.4,69.04,72.91
13.13,117.34,78.42,69.08,72.88
13.55,117.34,78.39,69.07,72.91
13.95,117.39,78.23,69.07,72.89
14.87,117.34,78.14,69.05,72.86
15.94,117.35,78.11,69.06,72.84
16.26,117.35,78.1,69.06,72.89
16.47,117.4,78.07,69.07,72.87
16.68,117.43,78.03,69.05,72.87
16.89,117.48,78.04,69.04,72.88
17.10,117.49,77.99,69.04,72.83
17.31,117.52,78.01,69.05,72.83
17.52,117.45,77.99,69.06,72.82
17.73,117.45,77.96,69.07,72.81
17.94,117.43,77.93,69.04,72.8
18.15,117.45,77.93,69.04,72.78
18.36,117.52,77.93,69.06,72.8
18.57,117.55,77.87,69.08,72.8
18.78,117.49,77.85,69.08,72.8
18.99,117.52,77.8,69.07,72.79
19.20,117.5,77.76,69.06,72.74
19.41,117.52,77.77,69.04,72.77
19.70,117.42,77.71,69.05,72.75
20.37,117.5,77.73,69.05,72.72
20.67,117.46,89.13,69.05,72.75
20.90,117.48,100.69,69.04,72.76
21.10,117.53,114.77,74.49,72.79
21.34,117.51,125.02,82.81,72.75
21.54,117.55,135.92,92.77,81.67
21.74,117.53,135.52,98.34,89.66
21.94,119.78,135.97,107.63,100.52
22.14,119.79,136.11,114.64,110.67
22.34,119.93,136.34,113.8,119.88
22.54,120.0,136.64,113.46,124.3
22.74,119.99,136.87,113.39,124.02
22.94,117.63,136.39,112.59,123.73
23.35,117.57,136.48,112.64,123.77
23.55,117.69,136.72,112.63,123.76
23.80,117.96,137.44,113.63,124.93
24.00,119.2,138.47,114.47,125.99
24.20,119.5,138.8,115.1,126.08
24.40,120.4,139.91,115.91,126.98
24.60,122.33,141.19,116.78,128.08
24.80,120.6,139.85,114.34,125.9
25.39,119.58,139.94,114.56,127.15
25.67,123.5,142.27,116.62,129.4
25.87,123.34,142.51,116.74,129.36
26.10,126.99,145.7,119.56,132.38
26.38,123.48,142.39,116.24,127.7
26.75,126.15,145.68,119.81,130.07
27.03,123.85,142.83,117.04,127.36
27.36,125.82,145.48,119.37,130.51
27.65,123.36,143.44,115.95,128.43
27.98,125.6,146.2,118.51,130.69
28.48,122.86,143.4,115.93,127.38
28.68,121.72,143.34,115.67,127.13
29.00,124.51,145.07,118.02,128.92
29.28,127.41,145.79,117.49,128.79
29.48,124.42,143.18,116.72,127.95
29.94,127.29,146.36,119.07,130.94
30.22,121.58,143.4,115.42,127.72
30.79,124.54,146.6,119.2,130.35
31.07,122.2,143.62,116.85,127.18
31.45,125.77,146.82,119.75,130.68
31.73,123.49,144.31,116.32,128.28
32.05,125.29,147.69,119.38,131.14
32.33,125.72,147.66,119.31,131.18
32.53,119.4,141.11,112.95,125.03
33.30,120.89,142.95,115.04,126.22
33.58,124.39,145.15,116.81,127.95
33.78,124.49,145.24,116.77,127.88
34.23,121.45,144.38,115.72,127.27
34.73,122.79,144.8,116.05,127.5
35.10,126.62,147.9,119.01,130.53
35.39,121.83,144.43,115.68,127.41
35.94,126.18,148.07,119.08,131.38
36.23,122.18,145.17,116.13,128.52
36.51,126.15,148.05,118.7,132.49
36.75,126.73,148.23,118.69,132.37
36.95,126.73,148.16,118.69,132.37
37.15,122.5,144.74,115.44,128.47
37.35,122.56,144.81,115.42,128.34
37.55,121.34,144.53,115.43,127.75
37.75,117.86,141.93,112.8,124.5
37.95,117.89,141.87,112.79,124.47
38.15,117.84,141.87,112.76,124.49
38.35,117.76,141.9,112.76,124.47
38.55,117.82,141.91,112.75,124.47
38.75,118.1,142.1,112.84,124.55
38.98,118.81,143.01,113.56,125.2
39.18,119.66,143.85,114.31,126.11
