Time(S),GPU0_Power(W)
0.06,198.03
0.06,198.06
0.26,198.1
0.46,198.12
0.66,198.07
0.86,197.81
1.06,197.74
1.26,197.74
1.46,197.72
1.66,197.76
1.86,194.34
2.06,184.53
2.26,174.56
2.46,164.41
2.66,153.97
2.86,146.73
3.06,146.01
3.26,145.33
3.46,144.87
3.66,144.63
3.86,144.51
4.06,144.35
4.26,144.24
4.46,144.13
4.66,144.01
4.86,143.91
5.06,143.82
5.26,143.79
5.46,143.69
5.66,143.66
5.86,144.01
6.12,144.52
6.32,151.9
6.52,162.58
6.72,173.16
6.92,183.66
7.12,193.58
7.32,197.65
7.52,197.57
7.72,197.62
7.92,197.56
8.12,197.62
8.32,197.65
8.52,197.62
8.72,197.6
8.92,198.07
9.12,198.86
9.32,198.83
9.52,199.55
9.72,202.54
9.92,203.2
10.12,203.25
10.32,204.71
10.52,203.93
10.72,201.04
10.92,199.9
11.12,199.03
11.32,197.69
11.52,197.67
11.72,197.59
11.92,197.59
12.12,197.62
12.32,197.81
