Time(S),GPU0_Power(W)
0.00,129.0
0.00,129.0
0.20,99.0
0.40,86.0
0.60,134.0
0.80,134.0
1.00,134.0
1.20,132.0
1.40,131.0
1.60,100.0
1.80,83.0
2.00,81.0
2.20,81.0
2.40,81.0
2.60,81.0
2.80,81.0
3.00,81.0
3.20,81.0
3.40,81.0
3.60,81.0
3.80,81.0
4.00,81.0
4.20,124.0
4.40,87.0
4.60,82.0
4.80,81.0
5.00,81.0
5.20,81.0
5.40,81.0
5.60,81.0
5.80,81.0
6.00,81.0
6.20,121.0
6.40,86.0
6.60,82.0
6.80,81.0
7.00,81.0
7.20,81.0
7.40,81.0
7.60,81.0
7.80,81.0
8.00,81.0
8.20,81.0
8.40,81.0
8.60,81.0
8.80,81.0
9.00,81.0
9.20,81.0
9.40,81.0
9.60,81.0
9.80,81.0
10.00,81.0
10.20,81.0
10.40,81.0
10.60,110.0
10.80,86.0
11.00,119.0
11.20,129.0
11.40,131.0
11.60,100.0
11.80,83.0
12.00,81.0
12.20,81.0
12.40,81.0
12.60,81.0
12.80,81.0
13.00,81.0
13.20,123.0
13.40,132.0
13.60,100.0
13.80,83.0
14.00,81.0
14.20,81.0
14.41,81.0
14.61,81.0
14.81,83.0
15.01,124.0
15.21,115.0
15.41,117.0
15.61,124.0
15.81,131.0
16.01,132.0
16.78,132.0
16.98,121.0
17.18,114.0
17.38,130.0
17.58,132.0
17.78,132.0
17.98,131.0
18.18,125.0
18.38,111.0
18.58,129.0
18.78,132.0
18.98,132.0
19.18,132.0
19.38,132.0
19.58,132.0
19.78,132.0
19.98,132.0
20.18,132.0
20.38,132.0
20.58,132.0
20.78,132.0
20.98,132.0
21.18,132.0
21.38,132.0
21.58,132.0
21.78,132.0
21.98,132.0
22.18,132.0
22.38,132.0
22.58,132.0
22.78,132.0
22.98,132.0
23.18,132.0
23.38,132.0
23.58,132.0
23.78,132.0
23.98,132.0
24.18,132.0
24.38,132.0
24.58,132.0
24.78,132.0
24.98,132.0
25.18,132.0
25.38,132.0
25.58,132.0
25.78,132.0
25.98,132.0
26.18,132.0
26.38,133.0
26.58,132.0
26.78,132.0
26.98,133.0
27.18,133.0
27.38,133.0
27.58,133.0
27.78,133.0
27.98,133.0
28.18,132.0
28.38,132.0
28.58,132.0
28.78,132.0
28.98,132.0
29.18,132.0
29.38,132.0
29.58,132.0
29.78,132.0
29.98,132.0
30.18,132.0
30.38,132.0
30.58,132.0
30.78,132.0
30.98,132.0
31.18,132.0
31.38,132.0
31.58,132.0
31.78,132.0
31.98,132.0
32.18,132.0
32.38,132.0
32.58,132.0
32.78,132.0
32.98,132.0
33.18,132.0
33.38,132.0
33.58,132.0
33.78,132.0
33.98,132.0
34.18,132.0
34.38,132.0
34.58,132.0
34.78,132.0
34.98,132.0
35.18,132.0
35.38,132.0
35.58,132.0
35.78,132.0
35.98,132.0
36.18,132.0
36.38,132.0
36.58,132.0
36.78,132.0
36.98,132.0
37.18,132.0
37.38,133.0
37.58,133.0
37.78,132.0
37.98,132.0
38.18,132.0
38.38,100.0
38.58,108.0
38.78,155.0
38.98,135.0
39.18,101.0
39.38,93.0
39.58,161.0
39.78,110.0
39.98,90.0
40.18,157.0
40.38,168.0
40.58,127.0
40.78,93.0
40.98,162.0
41.18,164.0
41.38,129.0
41.58,102.0
41.78,159.0
41.98,164.0
42.18,146.0
42.38,103.0
42.58,149.0
42.78,171.0
42.98,133.0
43.18,93.0
43.38,162.0
43.58,165.0
43.78,146.0
43.98,108.0
44.18,143.0
44.38,171.0
44.58,130.0
44.78,94.0
44.98,161.0
45.18,162.0
45.38,123.0
45.58,143.0
45.78,108.0
45.98,160.0
46.18,164.0
46.38,110.0
46.58,129.0
46.78,170.0
46.98,161.0
47.18,100.0
47.38,145.0
47.58,143.0
47.78,141.0
47.98,159.0
48.18,115.0
48.38,111.0
48.58,155.0
48.78,174.0
48.98,111.0
49.18,124.0
49.38,169.0
49.58,164.0
49.78,130.0
49.98,165.0
50.18,166.0
50.38,122.0
50.58,103.0
50.78,155.0
50.98,174.0
51.18,117.0
51.38,91.0
51.58,158.0
51.78,164.0
51.98,133.0
52.18,106.0
52.38,156.0
52.58,176.0
52.78,116.0
52.98,113.0
53.18,173.0
53.38,170.0
53.58,111.0
53.78,123.0
53.98,171.0
54.18,165.0
54.38,110.0
54.58,130.0
54.78,169.0
54.99,162.0
55.19,101.0
55.39,145.0
55.59,108.0
55.79,162.0
55.99,163.0
56.19,104.0
56.39,108.0
56.59,162.0
56.79,172.0
56.99,142.0
57.19,137.0
57.39,175.0
57.59,169.0
57.79,111.0
57.99,105.0
58.19,156.0
58.39,174.0
58.59,112.0
58.79,91.0
58.99,160.0
59.19,162.0
59.39,145.0
59.59,125.0
59.79,160.0
59.99,174.0
60.19,111.0
60.39,109.0
60.59,169.0
60.79,166.0
60.99,112.0
61.19,147.0
61.39,165.0
61.59,160.0
61.79,100.0
61.99,147.0
62.19,162.0
62.39,155.0
62.59,109.0
62.79,147.0
62.99,175.0
63.19,145.0
63.39,95.0
63.59,164.0
63.79,162.0
63.99,136.0
64.19,102.0
