Time(S),GPU0_Power(W)
0.23,151.93
0.23,152.37
0.43,153.38
0.63,154.0
0.83,153.77
1.03,153.89
1.23,153.96
1.43,143.71
1.63,129.76
1.83,116.73
2.03,101.86
2.23,87.74
2.43,84.15
2.63,83.66
2.83,83.32
3.03,83.21
3.23,82.92
3.43,82.66
3.63,82.62
3.83,82.46
4.03,82.24
4.23,82.04
4.72,81.78
5.21,81.61
5.41,91.28
5.61,104.18
5.81,117.02
6.01,129.6
6.21,142.17
6.41,144.91
6.61,144.33
6.81,144.52
7.01,144.58
7.21,145.11
7.58,145.65
8.59,145.94
8.99,146.07
9.50,146.37
10.29,146.45
10.49,146.41
10.69,146.6
10.89,146.64
11.09,146.63
11.29,146.68
11.51,146.83
11.71,146.82
11.91,146.88
12.11,146.98
12.31,146.94
12.51,147.13
12.87,147.27
13.17,147.27
13.56,147.36
14.15,147.43
14.35,147.46
14.55,148.43
14.75,152.35
14.95,158.95
15.15,159.23
15.35,148.73
15.98,148.18
16.56,160.76
16.76,160.94
17.56,160.35
18.14,160.87
19.05,159.76
19.87,160.15
20.14,160.27
20.36,163.96
20.56,164.13
20.76,153.56
20.96,153.52
21.16,153.48
21.36,150.03
21.56,149.58
21.76,149.43
21.96,149.41
22.16,149.52
22.36,150.12
