Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,156.77,118.24,115.21,118.02
0.12,156.91,118.5,115.41,118.54
0.32,156.87,118.42,115.39,118.55
0.52,156.95,118.34,115.38,118.56
0.72,156.92,118.33,115.39,118.6
0.92,156.78,118.2,115.35,118.48
1.12,145.52,109.2,105.82,118.43
1.32,131.6,99.64,96.43,118.5
1.52,117.18,90.07,87.17,118.42
1.72,101.65,80.23,76.95,112.95
1.93,88.76,70.82,69.16,103.19
2.13,85.56,70.11,68.98,93.6
2.33,85.02,70.06,68.88,83.83
2.53,84.77,70.01,68.86,75.03
2.74,84.56,70.0,68.87,70.09
2.94,84.24,69.92,68.88,70.02
3.14,84.06,69.97,68.87,69.96
3.34,83.97,69.92,68.86,69.94
3.55,83.71,69.89,68.85,69.95
3.75,83.52,69.98,68.84,69.94
3.95,83.48,69.98,68.84,69.91
4.15,83.37,70.03,68.81,69.89
4.36,83.21,70.06,68.83,69.88
4.56,83.22,70.09,68.82,69.84
4.76,83.19,70.04,68.81,69.85
4.96,83.0,70.08,68.79,69.86
5.16,82.91,69.98,68.8,69.87
5.40,82.6,69.91,68.79,69.83
6.10,82.44,70.08,68.75,69.82
6.51,81.96,70.01,70.18,69.82
7.63,81.72,69.99,71.63,69.86
8.43,81.56,69.98,71.64,69.83
8.63,81.54,70.0,71.63,69.83
8.83,81.52,69.95,71.36,69.86
9.03,81.4,69.89,70.78,69.82
9.23,81.3,69.92,70.18,69.82
9.43,81.18,69.94,69.17,69.86
9.78,91.93,70.0,68.76,69.85
10.03,106.42,69.94,68.75,69.84
10.24,117.08,69.93,68.73,69.84
10.44,130.21,69.94,68.74,69.85
10.64,142.78,69.95,68.74,69.84
10.84,144.62,69.92,68.73,69.83
11.04,144.04,69.98,68.74,69.84
11.24,144.01,69.99,68.75,69.85
11.44,144.28,69.93,68.76,69.84
11.64,144.44,69.92,68.74,69.81
11.84,144.67,69.92,68.74,69.82
12.04,144.96,69.95,68.72,69.82
12.24,145.07,69.89,68.73,69.82
12.44,145.24,69.91,68.73,69.83
12.64,146.46,69.98,68.7,69.8
14.59,146.82,69.93,68.71,69.79
15.42,147.07,69.95,68.72,69.8
16.21,147.38,69.93,68.71,69.75
17.10,147.5,69.83,68.7,69.78
17.91,147.66,69.99,68.68,69.77
18.72,147.76,69.87,68.71,69.79
19.30,147.92,69.89,68.68,69.74
19.95,147.97,69.9,68.7,69.76
20.53,148.36,69.79,68.68,69.76
22.08,148.37,69.93,68.69,69.76
22.83,148.51,69.95,68.7,69.73
23.22,148.56,69.98,68.69,69.74
23.77,148.6,69.95,68.7,69.74
24.15,148.64,69.91,68.69,69.72
24.37,148.71,69.82,68.68,69.74
24.96,148.69,69.8,68.68,69.76
25.33,148.66,69.8,68.69,69.74
25.68,148.7,69.81,68.68,69.74
26.05,148.88,69.69,68.67,69.75
26.72,148.87,69.85,68.69,69.73
27.50,148.95,69.83,68.66,69.76
27.96,148.95,69.86,68.68,69.77
28.64,149.12,69.85,68.65,69.77
29.42,149.12,69.92,68.67,69.76
29.99,149.23,69.87,68.65,69.77
30.81,149.17,69.78,68.67,69.72
31.57,149.25,69.77,68.66,69.77
32.68,149.33,69.79,68.67,69.73
33.37,149.43,69.9,68.66,69.71
34.03,149.37,69.81,68.67,69.72
34.73,149.48,69.82,68.63,69.76
35.86,149.49,69.81,68.64,69.76
37.06,149.62,69.79,68.65,69.75
37.87,149.69,69.78,68.66,69.74
38.11,149.68,69.77,68.66,69.76
38.95,149.6,69.79,68.65,69.74
39.44,149.64,69.82,68.64,69.72
39.65,149.76,69.82,68.64,69.72
39.86,149.72,69.82,68.64,69.74
40.07,149.71,69.78,68.66,69.76
40.28,149.76,69.75,68.67,69.76
40.49,149.82,69.76,68.69,69.76
40.70,149.71,69.77,68.7,69.79
40.91,149.75,69.77,68.67,69.76
41.12,149.84,69.78,68.67,69.77
41.33,149.85,69.83,68.64,69.78
41.54,149.8,69.81,68.63,69.78
41.75,149.84,69.79,68.64,69.77
41.96,149.89,69.79,68.66,69.79
42.17,149.84,69.79,68.65,69.75
42.38,149.81,69.78,68.68,69.77
42.59,149.86,69.78,68.66,69.78
42.80,149.89,69.78,68.65,69.77
43.01,149.83,69.81,68.65,69.76
43.22,149.84,69.81,68.66,69.78
43.45,149.93,69.83,68.63,69.76
43.66,149.92,69.85,68.66,69.75
43.87,149.83,69.85,68.65,69.75
44.08,149.87,69.83,68.66,69.75
44.29,149.94,69.79,68.66,69.76
44.50,149.97,69.77,68.66,69.75
44.83,149.99,69.74,68.67,69.74
45.12,150.03,71.36,68.66,69.71
45.36,149.96,81.0,68.65,69.69
45.56,149.99,92.5,71.78,69.69
45.81,150.06,100.41,79.26,69.71
46.01,149.98,108.45,88.6,77.02
46.21,149.96,114.66,96.23,85.75
46.41,152.49,114.9,103.93,93.26
46.61,152.37,114.78,112.74,102.66
46.81,152.42,114.81,112.09,110.87
47.01,152.66,114.89,111.97,115.16
47.21,150.24,113.86,111.25,114.32
47.61,150.32,113.87,111.12,114.34
47.81,150.29,113.86,111.18,114.33
48.04,150.55,114.33,112.33,115.66
48.24,151.78,115.49,113.1,116.54
48.44,151.94,115.83,113.33,116.68
48.64,152.63,116.24,113.76,117.3
48.84,154.02,116.76,114.32,117.65
49.04,153.3,116.21,112.62,115.9
49.24,155.04,117.14,114.43,117.57
49.44,153.97,116.27,113.46,116.62
49.85,155.94,118.01,115.51,118.93
50.05,157.46,118.42,115.9,119.25
50.25,157.48,118.34,116.22,119.56
50.45,157.75,118.44,116.29,119.65
50.65,160.82,121.09,118.29,122.06
50.85,157.93,118.79,115.92,119.43
51.21,157.36,118.64,115.8,119.07
51.61,155.19,116.51,114.1,116.92
51.81,154.12,116.21,113.68,116.67
52.23,156.08,117.84,115.61,118.7
52.43,154.53,116.26,113.89,117.04
52.89,156.43,118.14,115.77,119.58
53.09,154.67,116.32,113.46,117.19
53.51,156.48,118.06,115.61,119.76
53.71,154.48,116.35,113.85,117.34
54.13,156.57,118.22,116.06,119.3
54.50,154.8,116.51,113.74,116.79
54.73,157.57,118.86,115.96,119.44
54.93,157.54,118.91,116.08,119.59
55.13,154.5,116.93,114.28,117.32
55.51,154.02,116.98,114.46,118.14
55.71,153.97,116.57,113.45,117.26
55.94,155.94,118.22,115.47,119.21
56.14,157.39,118.78,115.72,119.59
56.54,158.55,118.78,116.4,119.89
56.74,153.89,116.0,113.76,116.62
57.13,156.81,118.17,116.06,118.89
57.33,156.93,118.16,116.2,119.07
57.53,156.92,118.5,116.04,119.11
57.86,156.87,118.56,116.06,119.18
58.06,153.9,116.4,113.67,116.64
58.45,155.71,118.36,115.07,118.56
58.65,154.18,116.6,113.67,116.8
59.10,157.33,118.93,116.34,118.82
59.30,157.39,118.96,116.39,118.95
59.50,158.59,119.22,116.69,119.44
59.70,160.47,120.92,118.24,121.34
59.93,160.52,121.08,118.31,121.37
60.13,161.02,121.22,118.03,121.64
60.45,157.56,118.85,115.91,119.45
60.65,161.25,121.3,118.38,122.32
60.85,157.79,118.94,116.11,119.06
61.17,158.05,118.59,116.01,119.68
61.37,154.48,116.24,113.57,116.65
61.75,156.32,117.47,115.86,118.33
61.95,158.03,118.23,116.4,118.9
62.15,159.15,119.39,116.76,119.23
62.35,157.75,118.78,116.5,119.08
62.55,161.39,120.91,119.16,121.6
62.75,157.86,119.0,116.24,119.38
63.17,156.28,118.49,115.35,118.66
63.37,155.36,116.9,113.63,116.75
63.61,158.6,118.91,116.3,118.64
63.81,158.63,119.04,116.33,118.69
64.01,162.4,121.31,118.33,120.88
64.21,160.55,120.32,118.22,120.46
64.45,158.18,118.52,115.97,118.91
64.90,158.23,119.18,116.96,119.4
65.10,157.62,118.68,115.98,119.01
65.30,154.16,116.5,113.6,116.91
65.64,155.97,118.18,115.65,118.84
65.84,155.0,116.44,114.12,117.3
66.07,157.87,118.96,116.44,119.63
66.27,157.81,119.02,116.37,119.6
66.47,161.35,121.34,118.35,121.94
66.67,157.93,119.23,115.67,119.17
67.00,159.69,120.51,116.1,119.71
67.20,158.0,119.44,115.49,119.05
67.40,159.34,119.89,116.38,119.52
67.60,157.81,119.47,115.96,119.1
67.80,158.41,119.96,116.79,120.04
68.05,157.99,118.8,116.1,119.57
68.25,158.03,118.59,115.69,119.51
68.49,158.25,118.55,115.98,119.76
68.95,158.35,119.11,115.83,119.57
69.15,154.69,116.59,113.39,116.96
69.57,156.95,118.68,115.54,118.96
69.77,158.3,119.29,115.85,119.46
69.97,159.17,119.04,116.31,120.19
70.17,158.32,118.89,116.27,119.34
70.37,159.92,120.52,118.02,121.16
70.64,158.89,118.65,116.12,119.68
70.84,158.05,118.97,115.9,118.99
71.35,158.57,118.07,114.75,118.12
71.58,157.6,118.97,116.0,118.97
71.78,158.34,119.32,116.46,119.15
72.19,159.91,118.99,116.72,119.5
72.39,154.94,116.45,113.64,116.76
72.83,158.01,118.55,115.84,119.53
73.03,158.12,118.58,115.86,119.72
73.23,154.47,116.5,113.57,117.22
73.58,156.16,118.35,115.56,119.41
73.78,154.79,116.9,113.9,117.08
74.24,157.61,118.57,115.55,119.04
74.44,158.55,118.9,115.87,119.28
74.64,160.12,118.77,117.14,119.37
74.84,158.72,118.34,116.58,119.04
75.04,158.34,119.06,117.2,119.96
75.45,160.37,120.91,119.23,122.26
75.68,158.33,119.32,116.32,120.2
75.88,154.6,116.62,113.8,117.21
76.26,156.6,118.45,115.5,119.54
76.46,154.89,116.83,113.62,117.27
76.92,157.83,118.56,115.78,119.25
77.12,158.88,118.86,116.0,119.6
77.32,159.64,119.07,116.21,119.63
77.52,158.88,118.61,115.9,119.36
77.72,162.19,120.65,118.34,121.87
77.98,161.98,121.14,118.18,122.25
78.18,162.0,121.1,118.32,122.1
78.38,156.77,117.58,115.52,118.23
78.73,155.77,117.9,114.11,118.15
78.93,155.01,116.75,113.61,117.13
79.15,158.24,119.1,116.16,119.04
79.35,158.28,119.13,116.18,119.02
79.72,161.77,121.18,118.02,121.21
79.92,155.12,116.44,113.54,116.92
80.29,158.2,118.57,115.74,119.43
80.49,158.3,118.62,115.76,119.47
80.69,158.95,119.17,116.08,119.86
80.89,158.04,118.87,115.82,119.56
81.09,159.79,120.68,117.86,121.52
81.34,158.24,119.2,116.28,119.77
81.54,158.9,119.47,116.29,119.86
81.81,159.01,119.41,116.18,119.85
82.01,162.35,121.7,118.4,122.74
82.21,162.43,121.4,117.62,122.08
82.45,162.7,121.41,117.78,121.86
82.65,162.2,121.19,117.83,122.22
82.85,162.18,121.33,117.99,122.03
83.05,160.74,122.12,117.55,121.1
83.33,158.7,120.32,116.3,119.63
83.53,159.51,120.76,116.83,120.28
83.77,158.8,120.59,116.47,120.13
83.97,160.55,123.32,118.51,122.41
84.17,159.79,121.2,116.93,120.97
84.37,161.08,122.38,118.65,122.59
84.57,160.72,121.67,117.88,120.66
84.77,161.48,121.92,118.18,122.24
84.97,158.44,119.14,115.93,119.65
85.17,158.57,119.33,117.0,120.63
85.37,158.97,119.17,116.02,119.76
85.60,162.57,121.72,118.29,122.48
85.80,159.09,118.92,116.11,119.81
86.16,160.82,121.34,117.41,121.2
86.36,158.28,119.51,116.08,119.81
86.56,159.76,120.23,116.71,120.0
86.76,158.3,119.54,116.14,119.29
86.96,161.43,121.93,117.54,121.24
87.27,158.83,119.21,116.28,119.18
87.47,155.33,116.64,113.91,116.79
87.87,155.5,117.68,114.57,117.83
88.07,155.52,116.78,113.68,116.72
88.52,158.79,119.08,116.24,119.01
