Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,160.82,118.35,115.44,118.3
0.12,160.8,118.32,115.47,118.42
0.32,160.71,118.32,115.45,118.24
0.52,160.73,118.22,115.45,118.26
0.73,160.7,118.27,115.35,118.04
0.93,160.47,118.11,115.32,118.1
1.13,160.51,118.12,115.32,117.98
1.33,157.51,118.15,115.3,108.96
1.53,140.57,111.69,106.79,96.57
1.73,126.17,102.13,97.75,86.96
1.93,110.83,92.48,88.68,77.36
2.13,97.33,83.47,79.57,70.18
2.33,86.96,72.12,70.44,70.03
2.53,86.49,70.0,68.95,69.9
2.74,86.26,69.87,68.85,69.89
2.94,85.92,69.88,68.8,69.88
3.14,85.61,69.9,68.78,69.88
3.34,85.43,69.93,68.78,69.85
3.54,85.2,69.93,68.78,69.88
3.75,84.89,69.9,68.78,69.87
3.95,84.72,69.88,68.79,69.89
4.15,84.6,69.9,68.78,69.85
4.35,84.36,69.87,68.74,69.86
4.56,84.16,69.82,68.75,69.86
4.76,84.08,69.89,68.75,69.86
4.96,83.93,69.89,68.73,69.84
5.17,83.69,69.85,68.74,69.85
5.37,83.61,69.85,68.75,69.86
5.57,83.5,69.84,68.72,69.86
5.81,83.16,69.84,68.71,69.87
6.51,84.28,69.77,68.71,69.84
6.91,86.13,69.92,68.76,69.84
8.05,84.48,69.83,68.75,69.86
8.83,83.87,69.86,68.76,69.86
9.03,83.26,69.83,68.74,69.84
9.23,82.69,69.92,68.75,69.82
9.44,82.59,69.84,68.75,69.81
9.64,82.58,69.88,68.75,69.85
9.84,82.46,69.83,68.75,69.81
10.04,82.36,69.79,68.73,69.79
10.41,95.73,69.79,68.74,69.79
10.65,109.18,69.76,68.7,69.79
10.85,121.0,69.76,68.69,69.81
11.05,133.36,69.78,68.7,69.79
11.25,146.3,69.79,68.65,69.77
11.45,145.91,69.81,68.68,69.77
11.65,145.47,69.77,68.69,69.75
11.85,145.64,69.75,68.71,69.75
12.05,145.88,69.76,68.69,69.77
12.25,146.2,69.69,68.68,69.79
12.45,146.4,69.66,68.68,69.79
12.65,146.52,69.69,68.67,69.77
12.85,146.76,69.7,68.66,69.77
13.05,146.94,69.74,68.67,69.76
13.25,147.61,69.82,68.63,69.75
14.39,147.9,69.83,68.66,69.74
15.19,148.41,69.84,68.64,69.68
16.60,148.62,69.79,68.63,69.71
16.95,148.71,69.78,68.64,69.74
17.31,148.79,69.73,68.62,69.74
17.65,148.81,69.71,68.64,69.75
18.01,148.89,69.76,68.64,69.73
18.35,149.06,69.74,68.65,69.75
18.77,149.09,69.74,68.66,69.75
19.12,149.15,69.75,68.66,69.74
19.43,149.22,69.78,68.64,69.76
20.39,149.4,69.71,68.62,69.76
21.28,149.47,69.72,68.61,69.75
22.05,149.5,69.73,68.63,69.73
22.94,149.68,69.85,68.62,69.73
23.73,149.75,69.72,68.61,69.7
24.61,149.86,69.66,68.63,69.71
25.42,149.9,69.78,68.61,69.71
26.27,149.81,69.77,68.63,69.75
26.75,149.82,69.71,68.63,69.74
26.97,149.93,69.72,68.65,69.72
27.18,149.92,69.7,68.65,69.72
27.39,149.9,69.71,68.64,69.73
27.60,149.96,69.72,68.64,69.73
27.81,150.01,69.78,68.65,69.74
28.02,149.95,69.75,68.64,69.74
28.23,149.92,69.74,68.68,69.72
28.44,150.03,69.71,68.68,69.74
28.65,150.06,69.7,68.65,69.74
28.86,149.99,69.69,68.64,69.74
29.07,150.0,69.74,68.64,69.76
29.27,150.12,69.74,68.62,69.79
29.49,150.12,69.77,68.62,69.76
29.70,150.03,69.79,68.62,69.74
29.91,150.09,69.77,68.65,69.75
30.12,150.18,69.75,68.65,69.71
30.33,150.09,69.75,68.65,69.69
30.54,150.07,69.8,68.64,69.69
30.75,150.12,69.76,68.64,69.68
30.95,150.13,69.77,68.64,69.67
31.16,150.08,69.74,68.64,69.68
31.37,150.14,69.73,68.64,69.67
31.58,150.23,69.75,68.67,69.71
31.82,150.23,69.76,68.65,69.71
32.03,150.16,69.76,68.65,69.72
32.24,150.17,69.79,68.64,69.74
32.45,150.23,69.78,68.64,69.74
32.66,150.18,69.78,68.65,69.75
32.87,150.14,69.79,68.65,69.74
33.10,150.19,69.77,68.65,69.73
33.31,150.28,69.76,68.64,69.74
33.52,150.23,69.74,68.64,69.73
33.73,150.21,69.76,68.64,69.72
33.94,150.29,69.72,68.65,69.75
34.15,150.32,69.71,68.65,69.75
34.36,150.21,69.71,68.67,69.74
34.57,150.24,69.71,68.66,69.73
34.78,150.33,69.73,68.65,69.74
34.99,150.32,69.73,68.63,69.73
35.20,150.25,69.72,68.63,69.75
35.41,150.33,69.75,68.65,69.74
35.62,150.38,69.76,68.65,69.73
35.83,150.36,69.75,68.67,69.74
36.03,150.45,71.82,68.65,69.7
36.46,150.39,81.2,68.64,69.71
36.66,150.34,91.57,71.06,69.7
36.90,150.31,99.3,79.39,69.71
37.10,150.34,108.77,87.49,77.61
37.30,150.23,114.48,95.5,86.5
37.50,152.56,114.67,103.87,93.13
37.70,152.64,114.55,111.59,102.55
37.90,152.65,114.64,112.0,110.75
38.10,152.76,114.69,111.84,115.57
38.30,150.68,113.86,111.14,114.8
38.70,150.57,113.86,111.09,114.79
