Time(S),GPU0_Power(W)
0.00,80.00
0.00,80.00
0.20,80.00
0.40,80.00
0.60,80.00
0.80,80.00
1.00,80.00
1.20,118.00
1.40,131.00
1.60,94.00
1.80,82.00
2.00,80.00
2.20,123.00
2.40,128.00
2.60,129.00
2.80,129.00
3.00,138.00
3.20,167.00
3.40,149.00
3.60,164.00
3.80,112.00
4.00,84.00
4.20,146.00
4.40,160.00
4.60,193.00
4.80,190.00
5.00,130.00
5.20,92.00
5.40,126.00
5.60,151.00
5.80,250.00
6.00,347.00
6.21,310.00
6.41,177.00
6.61,142.00
6.81,149.00
7.01,157.00
7.21,254.00
7.41,275.00
7.61,197.00
7.81,190.00
8.01,143.00
