Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,133.0,126.0,146.0,128.0
0.00,133.0,126.0,146.0,128.0
0.20,109.0,102.0,123.0,107.0
0.40,86.0,78.0,97.0,86.0
0.60,133.0,114.0,128.0,118.0
0.80,135.0,94.0,109.0,100.0
1.00,135.0,77.0,95.0,85.0
1.20,133.0,75.0,134.0,83.0
1.40,133.0,75.0,140.0,83.0
1.60,115.0,75.0,142.0,83.0
1.80,111.0,85.0,141.0,83.0
2.00,130.0,124.0,107.0,83.0
2.20,132.0,129.0,94.0,83.0
2.40,132.0,129.0,120.0,83.0
2.60,133.0,131.0,104.0,83.0
2.80,133.0,131.0,94.0,83.0
3.00,143.0,141.0,121.0,112.0
3.20,117.0,132.0,130.0,102.0
3.40,87.0,131.0,106.0,86.0
3.60,83.0,91.0,136.0,83.0
3.80,82.0,77.0,140.0,83.0
4.00,82.0,121.0,140.0,83.0
4.20,125.0,89.0,141.0,83.0
4.40,131.0,76.0,141.0,83.0
4.60,132.0,75.0,142.0,83.0
4.80,133.0,75.0,144.0,83.0
5.00,132.0,75.0,145.0,83.0
5.20,132.0,75.0,144.0,83.0
5.40,101.0,74.0,144.0,83.0
5.60,84.0,74.0,145.0,83.0
5.80,82.0,74.0,145.0,83.0
6.00,82.0,74.0,144.0,83.0
6.20,82.0,74.0,145.0,83.0
6.40,82.0,75.0,145.0,83.0
6.60,82.0,74.0,144.0,83.0
6.80,82.0,74.0,144.0,83.0
7.00,82.0,74.0,145.0,83.0
7.20,82.0,74.0,144.0,83.0
7.40,82.0,74.0,145.0,83.0
7.60,82.0,74.0,144.0,83.0
7.80,82.0,74.0,144.0,83.0
8.00,82.0,74.0,145.0,83.0
8.20,82.0,74.0,145.0,83.0
8.40,82.0,74.0,145.0,83.0
8.60,82.0,74.0,145.0,83.0
8.80,82.0,74.0,144.0,83.0
9.00,82.0,74.0,144.0,83.0
9.20,82.0,74.0,145.0,83.0
9.40,82.0,74.0,145.0,83.0
9.60,97.0,74.0,143.0,83.0
9.80,128.0,74.0,142.0,83.0
10.00,132.0,74.0,141.0,83.0
10.20,101.0,118.0,141.0,83.0
10.40,85.0,90.0,140.0,83.0
10.60,82.0,76.0,141.0,83.0
10.80,114.0,75.0,143.0,83.0
11.00,135.0,79.0,144.0,82.0
11.20,138.0,117.0,146.0,115.0
11.40,134.0,105.0,103.0,127.0
11.60,134.0,88.0,108.0,92.0
11.80,133.0,95.0,135.0,102.0
12.01,133.0,77.0,138.0,85.0
12.21,133.0,75.0,139.0,83.0
12.41,119.0,74.0,102.0,83.0
12.61,138.0,74.0,138.0,122.0
12.81,143.0,81.0,142.0,96.0
13.01,117.0,95.0,143.0,85.0
13.21,93.0,77.0,149.0,83.0
13.41,131.0,118.0,150.0,98.0
13.61,135.0,84.0,165.0,85.0
13.81,133.0,118.0,159.0,84.0
14.01,160.0,144.0,171.0,146.0
14.21,176.0,171.0,182.0,169.0
14.41,160.0,157.0,166.0,156.0
14.61,162.0,153.0,173.0,155.0
14.81,191.0,184.0,177.0,160.0
15.01,156.0,148.0,184.0,158.0
15.21,136.0,89.0,164.0,100.0
15.41,133.0,77.0,164.0,85.0
15.61,147.0,117.0,160.0,126.0
15.81,248.0,242.0,261.0,235.0
16.01,201.0,191.0,206.0,190.0
16.21,144.0,139.0,158.0,137.0
16.41,127.0,92.0,150.0,108.0
16.61,178.0,157.0,184.0,160.0
16.81,135.0,142.0,157.0,122.0
17.01,110.0,114.0,151.0,105.0
17.21,174.0,161.0,183.0,160.0
17.41,150.0,143.0,157.0,125.0
17.61,110.0,114.0,150.0,104.0
17.81,174.0,160.0,183.0,159.0
18.01,142.0,143.0,158.0,128.0
18.21,106.0,112.0,150.0,102.0
18.41,171.0,157.0,180.0,156.0
18.61,126.0,108.0,124.0,112.0
18.81,141.0,133.0,147.0,130.0
19.01,108.0,111.0,146.0,94.0
19.21,168.0,155.0,179.0,154.0
19.41,156.0,148.0,163.0,148.0
19.61,138.0,132.0,150.0,94.0
19.81,171.0,155.0,177.0,149.0
20.01,146.0,110.0,153.0,113.0
20.21,109.0,85.0,147.0,92.0
20.41,96.0,82.0,147.0,89.0
20.61,132.0,81.0,150.0,89.0
20.81,127.0,81.0,149.0,88.0
21.01,138.0,81.0,149.0,127.0
21.21,132.0,81.0,149.0,98.0
21.41,108.0,112.0,147.0,90.0
21.61,91.0,109.0,146.0,88.0
21.81,89.0,120.0,147.0,88.0
22.01,89.0,95.0,146.0,88.0
22.21,89.0,129.0,146.0,88.0
22.41,128.0,89.0,146.0,88.0
22.61,107.0,82.0,146.0,88.0
22.81,91.0,81.0,146.0,88.0
23.01,102.0,120.0,161.0,101.0
23.21,100.0,142.0,159.0,99.0
23.41,155.0,158.0,173.0,151.0
23.61,122.0,111.0,153.0,114.0
23.81,93.0,85.0,148.0,92.0
24.01,100.0,97.0,159.0,99.0
24.21,113.0,130.0,159.0,108.0
