Time(S),GPU0_Power(W)
0.01,128.9
0.02,128.9
0.22,129.6
0.42,130.37
0.62,130.94
0.82,131.77
1.02,132.24
1.22,132.27
1.42,132.29
1.62,132.4
1.82,132.3
2.02,127.44
2.22,117.71
2.42,108.57
2.62,98.44
2.82,88.71
3.02,83.87
3.22,83.79
3.42,83.66
3.62,83.6
3.82,83.51
4.02,83.47
4.22,83.42
4.42,83.54
4.62,83.49
4.82,83.49
5.02,83.47
5.22,83.49
5.42,83.37
5.62,83.32
5.82,83.36
6.02,90.73
6.22,99.91
6.42,108.31
6.62,117.03
6.82,125.71
7.02,127.91
7.22,127.76
7.42,127.74
7.62,127.82
7.82,127.83
8.02,128.2
8.22,128.31
8.42,128.41
8.62,128.47
8.82,128.61
9.02,128.68
9.22,128.63
9.42,128.68
9.62,128.76
9.82,128.9
10.03,128.94
10.23,128.91
10.43,128.94
10.63,128.94
10.83,130.59
11.03,131.57
11.23,145.37
11.43,149.28
11.63,160.92
11.83,164.35
12.03,171.77
12.23,168.98
12.43,169.27
12.63,170.54
12.83,168.89
13.03,171.07
13.23,169.5
13.43,169.94
13.63,168.24
13.83,168.26
14.03,168.98
14.23,167.84
14.43,169.46
14.63,167.08
14.83,168.04
15.03,165.2
15.23,167.18
15.43,169.04
15.63,167.69
15.83,171.0
16.03,173.37
16.23,172.15
16.43,171.36
16.63,166.28
16.83,155.92
17.03,146.97
17.23,140.96
17.43,129.68
17.63,128.63
17.83,128.67
18.03,128.69
