Time(S),GPU0_Power(W)
0.00,126.00
0.00,126.00
0.20,126.00
0.40,126.00
0.60,127.00
0.80,126.00
1.00,126.00
1.20,145.00
1.40,179.00
1.60,163.00
1.80,160.00
2.00,159.00
2.20,159.00
2.40,159.00
2.60,159.00
2.80,160.00
3.00,160.00
3.20,160.00
3.40,160.00
3.60,160.00
3.80,160.00
4.00,217.00
4.20,150.00
4.40,132.00
4.60,251.00
4.80,361.00
5.00,387.00
5.21,360.00
5.41,360.00
5.61,377.00
5.81,357.00
6.01,347.00
6.21,372.00
6.41,353.00
6.61,359.00
6.81,379.00
7.01,309.00
7.21,220.00
