Time(S),GPU0_Power(W)
0.26,269.79
0.26,262.95
0.50,262.54
0.76,267.21
1.01,268.59
1.27,269.81
1.53,265.71
1.78,262.88
2.03,269.29
2.29,269.12
2.54,267.76
2.79,262.76
3.04,271.99
3.30,273.02
3.55,267.41
3.80,262.41
4.05,272.96
4.30,264.89
4.56,265.90
4.81,264.87
5.06,264.43
5.32,273.66
5.58,269.62
5.83,269.94
6.07,272.00
6.32,273.10
6.65,285.24
6.90,270.52
7.16,265.51
7.40,343.61
7.67,266.24
7.95,328.56
8.23,320.05
8.52,273.18
8.80,267.95
9.12,335.95
9.41,347.51
9.68,274.88
9.96,349.62
10.23,268.45
10.51,273.38
10.79,354.70
11.08,272.27
11.35,356.16
11.64,274.34
11.92,272.74
12.20,345.18
12.48,264.58
12.76,267.57
13.02,274.51
13.27,273.10
13.52,265.85
13.78,269.23
14.03,265.07
14.28,265.93
14.54,271.96
14.80,265.63
15.06,264.23
