Time(S),GPU0_Power(W)
0.00,165.0
0.00,165.0
0.20,144.0
0.40,131.0
0.60,129.0
0.80,128.0
1.00,128.0
1.20,128.0
1.40,128.0
1.60,128.0
1.80,128.0
2.00,128.0
2.20,128.0
2.40,128.0
2.60,128.0
2.80,128.0
3.00,127.0
3.20,128.0
3.40,127.0
3.60,127.0
3.80,127.0
4.00,128.0
4.20,128.0
4.40,127.0
4.60,127.0
4.80,128.0
5.00,128.0
5.20,128.0
5.40,128.0
5.60,127.0
5.80,127.0
6.00,127.0
6.20,128.0
6.40,128.0
6.60,128.0
6.80,128.0
7.00,127.0
7.20,128.0
7.40,127.0
7.60,128.0
7.80,128.0
8.00,128.0
8.20,128.0
8.40,127.0
8.60,127.0
8.80,128.0
9.00,127.0
9.20,133.0
9.40,169.0
9.60,166.0
9.80,161.0
10.00,159.0
10.20,160.0
10.41,161.0
10.61,160.0
10.81,161.0
11.01,161.0
11.21,161.0
11.41,161.0
11.61,160.0
11.81,161.0
12.01,162.0
12.21,188.0
12.41,138.0
12.61,245.0
12.81,227.0
13.01,389.0
13.21,381.0
13.41,267.0
13.61,384.0
13.81,373.0
14.01,264.0
14.21,394.0
14.41,387.0
14.61,272.0
14.81,414.0
15.01,464.0
15.21,277.0
15.41,263.0
15.61,671.0
15.81,737.0
16.01,747.0
16.21,442.0
16.41,317.0
16.61,568.0
16.81,298.0
17.01,254.0
17.21,678.0
17.41,520.0
17.61,315.0
17.81,311.0
18.01,686.0
18.21,741.0
18.41,749.0
18.61,420.0
18.81,323.0
19.01,436.0
19.21,260.0
19.41,449.0
19.61,708.0
19.81,375.0
20.01,293.0
20.21,631.0
20.41,727.0
20.61,744.0
20.81,426.0
21.01,308.0
21.21,492.0
21.41,265.0
21.61,314.0
21.81,345.0
22.01,254.0
22.21,422.0
22.41,260.0
22.61,413.0
22.81,312.0
23.01,266.0
23.21,322.0
23.41,250.0
23.61,240.0
23.81,258.0
24.01,245.0
24.21,351.0
24.41,254.0
24.61,241.0
24.81,604.0
25.01,344.0
25.21,280.0
25.41,370.0
25.61,340.0
25.81,285.0
26.01,278.0
26.21,272.0
26.41,196.0
26.61,170.0
26.81,166.0
27.01,165.0
27.21,164.0
27.41,164.0
27.61,163.0
27.81,164.0
28.01,164.0
28.21,186.0
28.41,178.0
28.61,165.0
28.81,164.0
