Time(S),GPU0_Power(W)
0.06,169.09
0.06,172.84
0.26,182.79
0.46,193.01
0.66,197.58
0.86,197.44
1.06,197.46
1.26,197.47
1.46,197.45
1.66,197.40
1.86,197.39
2.06,197.41
2.27,197.49
2.47,197.57
2.67,197.60
2.87,197.67
3.07,197.65
3.27,197.59
3.47,197.53
3.67,197.54
3.87,197.52
4.07,197.53
4.27,197.55
4.47,197.54
4.67,197.53
4.87,197.74
5.07,198.33
5.27,199.76
5.47,206.79
5.67,206.83
5.87,224.86
6.07,236.11
6.27,245.11
6.47,248.13
6.67,260.01
6.87,256.53
7.07,260.92
7.27,260.88
7.47,250.23
7.67,256.55
7.87,257.87
8.07,253.68
