Time(S),GPU0_Power(W)
0.03,34.78
0.03,35.18
0.23,34.81
0.43,35.1
0.63,35.37
0.83,34.81
1.03,32.96
1.23,32.87
1.43,32.76
1.63,32.67
1.83,32.58
2.03,32.67
2.23,32.67
2.43,32.57
2.63,32.67
2.83,32.72
3.03,32.72
3.23,32.71
3.43,32.7
3.63,32.67
3.83,32.67
4.03,32.66
4.23,32.67
4.43,32.57
4.63,32.57
4.83,32.67
5.03,32.57
5.23,32.57
5.43,32.57
5.63,32.67
5.83,32.67
6.03,32.67
6.23,32.58
6.43,32.67
6.63,32.67
6.83,32.58
7.03,32.57
7.23,32.57
7.43,32.67
7.63,32.58
7.83,32.67
8.03,32.58
8.23,32.57
8.43,32.67
8.63,33.26
8.83,32.67
9.03,32.67
9.23,32.57
9.43,32.67
9.63,32.67
9.83,32.57
10.03,32.58
10.23,35.65
10.43,34.69
10.63,34.8
10.83,34.8
11.03,34.79
11.23,34.62
11.43,34.71
11.63,34.81
11.83,34.81
12.03,34.7
12.23,34.91
12.43,34.8
12.63,34.81
12.83,34.7
13.03,34.72
13.23,34.81
13.43,34.72
13.69,34.72
13.89,34.91
14.09,38.02
14.29,34.74
14.49,35.07
14.69,39.63
14.89,45.65
15.09,45.45
15.29,34.7
15.49,34.84
15.69,35.02
15.89,39.37
16.09,45.67
16.29,38.31
16.49,34.93
16.69,34.81
16.89,36.04
17.09,46.71
17.29,50.19
17.49,34.78
17.69,34.71
17.89,34.95
18.09,35.72
18.29,47.02
18.49,46.34
18.69,34.83
18.89,34.85
19.09,34.86
19.29,35.55
19.49,49.6
19.69,45.79
19.89,34.79
20.09,34.82
20.29,34.78
20.49,35.58
20.69,51.36
20.89,44.73
21.09,34.86
21.29,34.93
21.49,34.71
21.69,34.52
21.89,34.63
22.09,34.61
22.29,34.7
22.49,34.61
22.69,34.7
22.90,34.7
23.10,34.7
23.30,34.61
23.50,34.61
23.70,34.62
