Time(S),GPU0_Power(W)
0.00,126.0
0.00,126.0
0.20,99.0
0.40,83.0
0.60,132.0
0.80,134.0
1.00,134.0
1.20,132.0
1.40,131.0
1.60,131.0
1.80,131.0
2.00,131.0
2.20,131.0
2.40,131.0
2.60,131.0
2.80,131.0
3.00,142.0
3.20,113.0
3.40,85.0
3.60,82.0
3.80,81.0
4.00,81.0
4.20,81.0
4.40,81.0
4.60,107.0
4.80,93.0
5.00,82.0
5.20,81.0
5.40,81.0
5.60,81.0
5.80,81.0
6.00,81.0
6.20,81.0
6.40,81.0
6.60,81.0
6.80,81.0
7.00,81.0
7.20,81.0
7.40,81.0
7.60,81.0
7.80,81.0
8.00,81.0
8.20,81.0
8.40,81.0
8.60,81.0
8.80,81.0
9.00,116.0
9.20,86.0
9.40,119.0
9.60,129.0
9.80,122.0
10.00,86.0
10.20,82.0
10.40,81.0
10.60,81.0
10.80,121.0
11.00,132.0
11.20,101.0
11.40,97.0
11.60,105.0
11.80,129.0
12.00,101.0
12.20,127.0
12.40,131.0
12.60,132.0
12.80,132.0
13.00,133.0
13.20,132.0
13.40,132.0
13.60,132.0
13.80,133.0
14.00,131.0
14.20,132.0
14.40,132.0
14.60,132.0
14.80,132.0
15.00,133.0
15.20,132.0
15.40,132.0
15.60,132.0
15.80,133.0
16.00,132.0
16.20,132.0
16.40,132.0
16.60,132.0
16.80,132.0
17.00,132.0
17.20,132.0
17.40,132.0
17.60,132.0
17.80,132.0
18.00,132.0
18.21,132.0
18.41,132.0
18.61,132.0
18.81,132.0
19.01,132.0
19.21,132.0
19.41,132.0
19.61,132.0
19.81,132.0
20.01,132.0
20.21,132.0
20.41,132.0
20.61,132.0
20.81,114.0
21.01,129.0
21.21,136.0
21.41,137.0
21.61,152.0
21.81,156.0
22.01,147.0
22.21,102.0
22.41,84.0
22.61,150.0
22.81,186.0
23.01,167.0
23.21,110.0
23.41,113.0
23.61,135.0
23.81,138.0
24.01,159.0
24.21,175.0
24.41,127.0
24.61,137.0
24.81,138.0
25.01,190.0
25.21,146.0
25.41,139.0
25.61,203.0
25.81,147.0
26.01,140.0
26.21,213.0
26.41,149.0
26.61,140.0
26.81,215.0
27.01,119.0
27.21,92.0
27.41,132.0
27.61,138.0
27.81,145.0
28.01,207.0
28.21,148.0
28.41,140.0
28.61,217.0
28.81,149.0
29.01,140.0
29.21,223.0
29.41,150.0
29.61,140.0
29.81,165.0
30.01,154.0
30.21,141.0
30.41,160.0
30.61,152.0
30.81,93.0
31.01,122.0
31.21,131.0
31.41,132.0
31.61,227.0
31.81,152.0
32.01,141.0
32.21,198.0
32.41,152.0
32.61,141.0
32.81,160.0
33.01,155.0
33.21,141.0
33.41,201.0
33.61,242.0
33.81,450.0
34.01,536.0
34.21,302.0
34.41,251.0
34.61,300.0
34.81,372.0
35.01,268.0
35.21,501.0
35.41,440.0
35.61,330.0
35.81,221.0
36.01,465.0
36.21,308.0
36.41,505.0
36.61,420.0
36.81,357.0
37.01,269.0
37.21,231.0
37.41,223.0
37.61,242.0
37.81,228.0
38.01,225.0
38.21,226.0
38.41,295.0
38.61,298.0
38.81,287.0
39.01,142.0
39.21,95.0
39.41,90.0
39.61,88.0
39.81,88.0
40.01,87.0
40.21,87.0
40.41,87.0
40.61,87.0
40.81,87.0
41.01,132.0
41.21,103.0
41.41,89.0
41.61,87.0
41.81,87.0
42.01,87.0
42.21,87.0
42.41,87.0
42.61,87.0
42.81,87.0
43.01,94.0
43.21,112.0
43.41,134.0
43.61,93.0
43.81,87.0
44.01,87.0
44.21,87.0
44.41,112.0
44.61,90.0
