Time(S),GPU0_Power(W)
0.26,268.16
0.26,267.55
0.51,262.93
0.76,263.78
1.01,269.92
1.27,262.43
1.53,262.65
1.78,264.20
2.03,262.55
2.29,262.37
2.54,266.84
2.80,268.53
3.05,264.42
3.30,269.22
3.56,262.03
3.81,268.83
4.06,263.51
4.32,262.16
4.57,265.24
4.83,265.40
5.08,265.15
5.33,263.40
5.61,282.22
5.87,278.05
6.12,270.20
6.37,274.64
6.61,271.27
6.86,281.20
7.13,266.02
7.38,264.34
7.62,266.33
7.87,268.94
8.12,266.26
8.36,267.72
8.67,266.90
8.92,269.65
9.17,262.23
