Time(S),GPU0_Power(W)
0.26,262.46
0.26,271.91
0.51,263.66
0.75,269.09
1.00,270.09
1.25,265.88
1.50,269.44
1.75,275.64
2.01,267.86
2.26,268.65
2.52,263.16
2.78,272.07
3.04,271.58
3.30,267.32
3.55,264.27
3.80,264.71
4.05,267.06
4.31,261.54
4.56,263.04
4.82,269.88
5.07,264.24
5.32,268.50
5.57,276.42
5.86,275.99
6.11,267.72
6.36,271.24
6.61,366.31
6.87,300.23
7.15,288.03
7.42,271.67
7.68,266.40
7.93,271.86
8.18,267.84
8.45,265.44
8.71,265.01
8.96,266.45
9.22,273.74
9.48,273.71
