Time(S),GPU0_Power(W)
0.00,127.0
0.00,127.0
0.20,100.0
0.40,84.0
0.60,133.0
0.80,135.0
1.00,134.0
1.20,132.0
1.40,132.0
1.60,132.0
1.80,131.0
2.00,131.0
2.20,132.0
2.40,132.0
2.60,132.0
2.80,125.0
3.00,87.0
3.20,82.0
3.40,81.0
3.60,124.0
3.80,108.0
4.00,85.0
4.20,81.0
4.40,81.0
4.60,81.0
4.81,81.0
5.01,81.0
5.21,81.0
5.41,88.0
5.61,125.0
5.81,130.0
6.01,131.0
6.21,131.0
6.41,131.0
6.61,131.0
6.81,111.0
7.01,85.0
7.21,81.0
7.41,81.0
7.61,81.0
7.81,81.0
8.01,81.0
8.21,81.0
8.41,81.0
8.61,81.0
8.81,81.0
9.01,81.0
9.21,81.0
9.41,81.0
9.61,81.0
9.81,81.0
10.01,81.0
10.21,93.0
10.41,126.0
10.61,130.0
10.81,130.0
11.01,100.0
11.21,83.0
11.41,81.0
11.61,115.0
11.81,130.0
12.01,135.0
12.21,136.0
12.41,133.0
12.61,133.0
12.81,132.0
13.01,132.0
13.21,132.0
13.41,100.0
13.61,155.0
13.81,121.0
14.01,86.0
14.21,112.0
14.41,146.0
14.61,103.0
14.81,135.0
15.01,143.0
15.21,147.0
15.41,112.0
15.61,108.0
15.81,184.0
16.01,113.0
16.21,130.0
16.41,179.0
16.61,112.0
16.81,137.0
17.01,180.0
17.21,126.0
17.41,92.0
17.61,174.0
17.81,150.0
18.01,139.0
18.21,162.0
18.41,207.0
18.61,205.0
18.81,119.0
19.01,109.0
19.21,134.0
19.41,103.0
19.61,84.0
19.81,102.0
20.01,97.0
20.21,83.0
20.41,81.0
20.61,81.0
20.81,81.0
21.01,81.0
21.21,81.0
21.41,81.0
21.61,81.0
21.81,81.0
22.01,94.0
22.21,111.0
22.41,85.0
22.61,81.0
22.81,81.0
23.01,81.0
23.21,117.0
23.41,104.0
