Time(S),GPU0_Power(W)
0.02,34.79
0.02,34.79
0.22,33.44
0.42,33.44
0.62,33.29
0.82,33.34
1.02,33.25
1.22,33.34
1.43,33.34
1.63,33.44
1.83,31.61
2.03,31.61
2.23,31.51
2.43,31.61
2.63,31.61
2.83,31.61
3.03,31.61
3.23,31.61
3.43,31.51
3.63,31.51
3.83,31.61
4.03,31.61
4.23,31.61
4.43,31.61
4.63,31.61
4.83,31.61
5.03,31.61
5.23,31.61
5.43,31.61
5.63,31.51
5.83,31.6
6.03,31.5
6.23,34.5
6.43,33.44
6.63,33.34
6.83,33.34
7.03,33.34
7.23,33.34
7.43,33.34
7.63,33.25
7.83,33.34
8.03,33.34
8.23,33.44
8.43,33.34
8.63,33.34
8.83,33.34
9.03,33.34
9.23,33.34
9.43,33.38
9.63,33.34
10.21,33.44
10.77,33.34
10.99,33.35
11.63,33.33
11.91,33.33
12.19,33.33
12.48,33.33
12.77,33.33
13.05,33.33
13.33,33.33
13.61,33.42
13.90,33.33
14.18,33.34
14.48,33.44
15.05,33.34
15.33,34.12
15.53,33.44
15.73,33.34
15.93,33.34
16.13,33.34
16.33,33.34
16.53,33.34
16.73,33.53
16.93,33.44
17.13,33.34
17.33,33.44
17.53,33.44
17.73,33.44
17.93,33.53
18.13,33.92
18.33,33.53
18.53,33.64
18.73,33.64
18.93,45.01
19.13,46.88
19.33,42.15
19.53,33.36
19.73,33.37
20.02,33.37
20.22,37.72
20.42,34.05
20.62,52.96
20.82,38.44
21.02,34.12
21.22,52.43
21.42,33.6
21.68,33.6
21.88,33.49
22.08,33.45
22.28,34.26
22.48,33.56
22.68,33.56
22.88,33.46
23.08,33.34
23.28,55.28
23.49,36.11
23.69,33.48
23.89,36.97
24.09,33.46
24.29,33.49
24.57,34.15
24.77,33.59
24.97,33.89
25.17,39.71
25.37,33.6
25.57,33.78
25.77,48.58
25.97,33.71
26.17,33.46
26.37,34.54
26.57,33.58
27.05,34.17
27.25,33.77
27.45,33.36
27.65,34.2
27.85,33.48
28.05,33.48
28.25,33.48
28.50,34.63
28.70,39.59
28.90,40.6
29.10,33.47
29.34,33.47
29.54,33.57
29.74,37.82
29.94,33.47
30.15,33.47
30.35,33.47
30.55,42.87
30.75,39.05
30.95,33.57
31.23,33.57
31.43,33.66
31.63,54.82
31.83,33.47
32.07,33.47
32.27,33.48
32.47,52.74
32.67,35.68
32.87,33.64
33.12,34.79
33.32,33.44
33.52,33.85
33.72,39.31
33.92,33.49
34.12,33.49
34.32,36.28
34.52,33.45
34.77,33.45
34.97,33.62
35.24,33.62
35.44,41.1
35.65,41.57
35.85,33.43
36.05,45.82
36.25,38.78
36.45,33.55
36.65,54.67
36.85,35.92
37.05,33.45
37.27,33.45
37.47,33.87
37.67,48.4
37.87,33.49
38.07,33.77
38.27,49.41
38.47,33.47
38.67,40.92
38.87,43.3
39.07,33.57
39.30,33.57
39.50,34.34
39.70,33.67
39.90,33.57
40.10,33.47
40.30,33.55
40.50,33.55
40.70,33.43
40.90,33.43
41.10,33.52
41.30,33.52
41.50,33.52
41.70,33.52
41.90,33.43
42.10,33.52
42.30,33.53
42.50,33.52
42.70,33.52
