Time(S),GPU0_Power(W)
0.03,36.24
0.03,35.58
0.23,34.62
0.43,34.61
0.63,34.71
0.83,34.7
1.03,34.61
1.23,34.91
1.43,34.91
1.63,34.91
1.83,32.87
2.03,32.68
2.23,32.76
2.43,32.76
2.63,32.79
2.83,32.69
3.03,32.6
3.23,32.68
3.43,32.67
3.63,32.67
3.83,32.57
4.03,32.57
4.23,32.57
4.43,32.57
4.63,32.67
4.83,32.58
5.03,32.58
5.23,32.67
5.43,32.67
5.63,32.67
5.83,32.67
6.03,32.67
6.23,32.67
6.43,32.67
6.63,32.67
6.83,32.57
7.03,32.57
7.23,32.57
7.43,32.67
7.63,32.67
7.83,32.57
8.03,32.57
8.23,32.67
8.43,32.57
8.63,34.99
8.83,34.7
9.03,35.14
9.23,34.73
9.43,34.81
9.63,34.72
9.83,34.7
10.03,34.71
10.23,34.91
10.43,35.37
10.63,35.46
10.83,43.02
11.03,37.98
11.23,34.8
11.43,34.84
11.63,34.86
11.83,35.71
12.03,44.09
12.23,43.77
12.43,39.33
12.63,34.68
12.83,34.72
13.03,34.85
13.23,35.32
13.43,42.14
13.63,43.4
13.83,41.52
14.03,34.72
14.23,34.72
14.43,34.73
14.63,35.44
14.83,42.28
15.03,43.48
15.23,42.67
15.43,34.73
15.63,34.87
15.83,34.89
16.03,35.02
16.23,36.15
16.43,34.68
16.63,34.85
16.83,34.8
17.03,34.81
17.23,34.8
17.43,34.8
17.63,34.81
17.83,34.8
18.03,34.7
18.23,34.8
18.43,34.8
18.63,34.81
18.83,36.82
