Time(S),GPU0_Power(W)
0.03,35.19
0.03,35.19
0.23,35.01
0.43,35.01
0.63,34.98
0.83,35.04
1.03,35.05
1.23,33.09
1.43,33.08
1.63,32.97
1.83,32.86
2.03,32.86
2.23,32.86
2.43,32.77
2.63,32.67
2.83,32.76
3.03,32.76
3.23,32.76
3.43,32.76
3.63,32.67
3.83,32.76
4.03,32.76
4.23,32.76
4.43,32.76
4.63,32.76
4.83,32.76
5.03,32.76
5.23,32.67
5.43,32.76
5.63,32.76
5.83,36.9
6.03,36.23
6.23,36.13
6.43,36.13
6.63,36.13
6.83,36.23
7.03,36.13
7.23,36.23
7.43,36.69
7.63,36.87
7.83,36.0
8.03,34.75
8.23,34.74
8.44,48.79
8.64,47.07
8.84,34.71
9.04,34.87
9.24,36.18
9.44,43.05
9.64,43.19
9.84,34.88
10.04,35.0
10.24,47.64
10.44,45.99
10.64,34.78
10.84,34.84
11.04,37.06
11.24,34.65
11.44,34.69
11.64,34.83
11.84,34.83
12.04,34.81
12.24,34.69
12.44,34.7
12.64,34.8
12.84,34.79
13.04,34.8
13.24,34.69
13.44,34.69
13.64,36.9
