Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,122.28,149.98,117.06,129.0
0.12,122.27,150.05,117.05,129.0
0.32,122.26,150.07,117.08,129.0
0.53,122.21,150.02,117.05,129.04
0.73,122.19,149.95,116.95,128.89
0.93,122.04,144.53,113.57,116.83
1.13,122.0,130.05,103.58,104.71
1.33,122.01,116.8,93.9,93.66
1.53,122.1,103.32,84.36,83.5
1.73,113.47,88.43,73.82,73.75
1.93,103.84,82.68,69.49,73.62
2.14,93.6,82.28,69.39,73.49
2.34,82.68,81.98,69.29,73.43
2.55,73.67,81.76,69.24,73.43
2.75,72.59,81.47,69.21,73.36
2.96,72.47,81.29,69.21,73.41
3.16,72.4,81.09,69.21,73.38
3.36,72.36,80.98,69.21,73.33
3.57,72.34,80.93,69.19,73.38
3.77,72.34,80.81,69.18,73.31
3.98,72.34,80.63,69.21,73.31
4.18,72.35,80.47,69.25,73.32
4.39,72.36,80.31,69.21,73.25
4.59,72.36,80.25,69.15,73.29
4.79,72.34,80.21,69.16,73.25
5.00,72.32,80.07,69.17,73.27
5.22,72.31,79.82,69.12,73.25
5.93,72.31,79.63,69.1,73.23
6.37,72.29,79.27,69.18,73.14
7.53,72.19,79.09,69.11,73.18
8.32,72.17,78.99,69.08,73.2
8.53,72.18,78.9,69.1,73.16
8.73,72.18,78.82,69.08,73.14
8.94,72.18,78.72,69.14,73.15
9.14,72.2,78.75,69.17,73.11
9.35,72.19,78.67,69.08,73.15
9.71,81.48,78.58,69.07,73.11
9.96,91.92,78.53,69.12,73.11
10.16,101.4,78.47,69.09,73.03
10.36,109.7,78.5,69.08,73.06
10.56,118.61,78.44,69.1,73.04
10.76,118.34,78.38,69.14,73.01
10.96,117.47,78.32,69.09,73.04
11.16,117.43,78.3,69.09,72.97
11.40,117.42,78.64,69.05,72.85
12.34,117.37,78.55,68.97,72.88
13.14,117.37,78.41,69.02,72.84
14.02,117.37,78.32,69.05,72.9
14.35,117.44,78.25,69.04,72.89
14.79,117.46,78.25,69.01,72.86
15.28,117.42,78.16,69.04,72.83
15.66,117.46,78.17,69.03,72.83
16.09,117.37,78.06,69.02,72.81
16.52,117.35,77.97,69.06,72.8
16.92,117.35,77.97,69.04,72.75
17.18,117.38,78.03,69.01,72.81
17.40,117.39,77.94,69.01,72.8
17.61,117.44,77.87,69.01,72.76
17.83,117.45,77.84,69.04,72.79
18.04,117.46,77.8,69.06,72.75
18.25,117.45,77.86,69.04,72.79
18.46,117.47,77.79,69.03,72.78
18.67,117.44,77.75,69.0,72.78
18.88,117.43,77.72,69.02,72.8
19.09,117.42,77.7,69.05,72.75
19.30,117.46,77.73,69.04,72.77
19.51,117.45,77.72,69.03,72.73
19.72,117.48,77.65,69.01,72.77
20.00,117.52,79.97,68.97,72.75
20.44,117.5,93.12,69.01,72.79
20.64,117.53,105.88,69.04,72.75
20.87,117.51,116.39,78.98,72.74
21.07,117.47,127.54,87.64,74.68
21.27,117.49,135.31,95.31,83.39
21.47,118.02,135.06,105.7,94.25
21.67,119.72,135.86,113.03,103.22
21.87,119.78,136.12,113.63,112.6
22.07,119.77,136.36,113.17,122.64
22.27,119.88,136.55,113.25,124.18
22.47,117.71,136.04,112.63,123.67
22.91,117.7,136.12,112.63,123.67
23.11,117.59,136.31,112.6,123.72
23.33,117.61,136.69,113.18,124.53
23.53,119.17,138.32,114.54,126.13
23.73,119.13,138.45,114.5,126.11
23.93,120.53,139.14,115.09,126.62
24.13,121.09,139.95,115.5,127.49
24.33,127.07,145.6,121.13,133.05
24.53,128.25,146.13,121.02,132.98
24.73,134.28,152.1,127.0,138.76
24.93,136.92,154.08,129.27,141.37
25.13,136.64,153.46,127.84,139.54
25.45,137.65,155.34,129.38,140.76
25.65,135.25,152.52,126.2,138.04
25.85,136.15,153.13,127.59,139.04
26.05,135.93,154.3,127.74,139.75
26.25,139.85,157.68,131.23,143.19
26.45,138.45,155.88,129.73,141.21
