Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.21,71.57,74.28,68.9,71.57
0.21,71.61,74.21,68.92,71.57
0.41,71.63,74.17,68.94,71.56
0.62,71.65,74.19,68.92,71.56
0.83,71.63,74.27,68.89,71.57
1.03,71.61,74.41,68.87,71.59
1.24,71.56,74.37,68.9,71.6
1.44,71.56,74.26,68.93,71.62
1.65,71.58,74.2,68.93,71.61
1.85,71.6,74.15,68.92,71.59
2.05,71.63,74.17,68.9,71.56
2.26,71.64,74.26,68.94,71.55
2.47,71.64,74.38,68.94,71.59
2.67,71.6,74.32,68.93,71.59
2.88,71.57,74.23,68.93,71.59
3.08,71.59,74.19,68.94,71.58
3.29,71.6,74.18,68.96,71.57
3.49,71.62,74.18,68.97,71.56
3.70,71.65,74.33,68.92,71.54
3.90,71.65,74.35,68.9,71.55
4.10,71.63,74.25,68.9,71.57
4.31,71.6,74.18,68.91,71.59
4.51,71.6,74.14,68.9,71.64
4.72,71.58,74.13,68.92,71.64
4.92,71.58,74.18,68.9,71.65
5.13,71.62,74.32,68.91,71.6
5.37,71.57,74.15,68.93,71.61
6.07,71.62,74.18,68.89,71.59
6.47,71.61,74.17,68.96,71.63
7.63,71.61,74.34,68.96,71.62
8.43,71.63,74.26,68.94,71.62
8.64,71.62,74.21,68.93,71.62
8.84,71.62,74.2,68.91,71.64
9.05,71.62,74.24,68.92,71.64
9.26,71.56,74.36,68.93,71.62
9.47,71.58,74.39,68.94,71.6
9.67,71.6,74.23,68.91,71.54
10.03,72.29,74.19,68.9,71.54
10.29,83.91,74.2,68.91,71.55
10.52,92.96,74.28,68.91,71.58
10.72,101.86,74.4,68.93,71.6
10.92,110.71,74.37,68.91,71.62
11.12,117.89,74.27,68.92,71.62
11.32,117.12,74.2,68.94,71.62
11.52,116.89,74.16,68.9,71.62
11.72,116.95,74.14,68.91,71.58
13.13,116.98,74.34,68.91,71.6
13.94,116.99,74.33,68.86,71.59
15.02,117.0,74.15,68.86,71.61
15.80,116.96,74.24,68.91,71.56
16.97,117.06,74.15,68.9,71.53
17.40,117.06,74.24,68.89,71.57
17.62,117.11,74.39,68.89,71.59
17.83,117.08,74.38,68.93,71.6
18.04,117.02,74.29,68.93,71.62
18.24,117.07,74.21,68.92,71.64
18.45,117.15,74.18,68.9,71.61
18.66,117.15,74.15,68.9,71.6
18.87,117.21,74.25,68.92,71.59
19.08,117.21,74.37,68.93,71.59
19.29,117.15,74.31,68.92,71.58
19.50,117.08,74.23,68.89,71.57
19.71,117.08,74.18,68.89,71.57
19.92,117.07,74.17,68.89,71.57
20.13,117.17,74.19,68.92,71.56
20.34,117.16,74.31,68.92,71.55
20.55,117.22,74.34,68.91,71.6
20.76,117.21,74.24,68.9,71.6
20.97,117.19,74.17,68.9,71.6
21.18,117.19,74.14,68.95,71.59
21.38,117.23,74.14,68.94,71.62
21.58,117.24,74.19,68.93,71.61
21.78,117.28,74.2,68.89,71.65
22.54,117.26,74.18,68.89,71.64
22.74,117.32,74.16,68.93,71.65
22.94,117.34,74.2,68.93,71.61
23.14,117.35,74.33,68.93,71.61
23.34,117.39,74.35,68.91,71.62
23.54,117.37,74.25,68.93,71.6
23.74,117.45,74.2,68.92,71.58
23.94,117.51,74.18,68.93,71.58
24.14,117.66,74.18,68.9,71.59
24.34,117.89,74.36,68.93,71.58
24.72,117.86,74.37,68.92,71.59
24.92,118.02,74.26,68.9,71.6
25.12,117.96,74.21,68.91,71.6
25.32,117.98,74.16,68.93,71.62
25.52,117.94,74.17,68.94,71.64
25.72,117.99,74.23,68.92,71.62
25.92,118.06,74.36,68.92,71.61
26.12,118.02,74.36,68.95,71.59
26.32,118.04,74.26,68.93,71.59
26.52,118.18,74.2,68.91,71.57
26.72,118.13,74.17,68.9,71.57
26.92,118.12,74.18,68.94,71.59
27.12,118.19,74.23,68.95,71.6
27.32,118.26,74.35,68.96,71.61
27.52,118.2,74.34,68.94,71.6
27.72,118.18,74.22,68.92,71.59
27.92,118.14,74.17,68.93,71.59
28.12,118.06,74.13,68.9,71.58
28.32,118.03,74.15,68.87,71.61
28.52,118.03,74.25,68.86,71.63
28.72,118.03,74.39,68.92,71.61
28.92,118.06,74.37,68.92,71.61
29.12,118.1,74.26,68.93,71.6
29.32,118.02,74.19,68.92,71.6
29.52,118.04,74.16,68.92,71.57
29.72,118.01,74.16,68.91,71.57
29.92,118.01,74.24,68.9,71.57
30.12,117.95,74.36,68.89,71.58
30.32,118.03,74.34,68.9,71.61
30.52,118.0,74.23,68.93,71.58
30.72,118.02,74.15,68.95,71.59
30.92,118.04,74.12,68.92,71.56
31.12,118.04,74.15,68.89,71.56
31.32,118.02,74.25,68.91,71.57
31.52,118.04,74.38,68.89,71.58
31.72,118.02,74.36,68.88,71.57
31.92,118.09,74.25,68.88,71.59
32.12,118.03,74.19,68.9,71.59
32.32,118.07,74.14,68.91,71.58
32.52,117.98,74.16,68.91,71.59
32.72,117.99,74.27,68.89,71.6
32.92,117.9,74.38,68.89,71.59
33.31,117.92,74.29,68.89,71.61
33.51,118.04,74.22,68.89,71.58
33.71,118.1,74.18,68.89,71.57
33.91,118.06,74.14,68.94,71.55
34.11,118.16,74.25,68.93,71.55
34.31,118.17,74.4,68.89,71.58
34.51,118.14,74.35,68.88,71.59
34.71,118.06,74.26,68.91,71.61
34.91,118.12,74.21,68.92,71.62
35.11,118.2,74.15,68.9,71.62
35.31,118.19,74.13,68.9,71.61
35.51,118.25,74.22,68.88,71.59
35.71,118.27,74.35,68.92,71.59
35.91,118.22,74.31,68.89,71.58
36.11,118.24,74.25,68.9,71.56
36.31,118.29,74.22,68.9,71.57
36.51,118.31,74.19,68.93,71.56
36.71,118.35,74.19,68.94,71.56
36.91,118.35,74.28,68.94,71.54
37.11,118.31,74.37,68.9,71.54
37.31,118.35,74.3,68.91,71.55
37.51,118.27,74.2,68.93,71.57
37.71,118.26,74.17,68.9,71.58
37.91,118.27,74.15,68.9,71.6
38.11,118.29,74.16,68.89,71.59
38.31,118.35,74.28,68.93,71.58
38.51,118.33,74.37,68.91,71.58
38.71,118.32,74.3,68.91,71.6
38.91,118.27,74.23,68.88,71.58
39.11,118.25,74.18,68.92,71.61
39.31,118.18,74.18,68.9,71.62
39.51,118.2,74.2,68.91,71.61
39.71,118.2,74.32,68.89,71.61
39.91,118.18,74.37,68.91,71.59
40.11,118.22,74.28,68.93,71.56
40.31,118.26,74.22,68.91,71.58
40.51,118.27,74.15,68.9,71.58
40.71,118.33,74.15,68.89,71.6
40.91,118.35,74.19,68.92,71.59
41.11,118.23,74.32,68.91,71.6
41.31,118.26,74.34,68.92,71.57
41.51,118.3,74.26,68.89,71.57
41.71,118.3,74.19,68.89,71.58
41.91,118.24,74.17,68.9,71.6
42.11,118.33,74.15,68.89,71.61
42.31,118.38,74.22,68.87,71.61
42.51,118.47,74.34,68.89,71.59
42.71,118.46,74.37,68.92,71.59
42.91,118.41,74.26,68.89,71.57
43.11,118.29,74.21,68.87,71.56
43.31,118.28,74.16,68.84,71.56
43.51,118.03,74.17,68.87,71.56
43.71,118.05,74.22,68.86,71.57
43.91,118.13,74.35,68.88,71.58
44.11,118.12,74.36,68.88,71.58
