Time(S),GPU0_Power(W)
0.02,33.71
0.02,33.71
0.23,33.54
0.43,33.55
0.63,33.67
0.83,33.52
1.03,33.56
1.23,33.55
1.43,33.54
1.63,33.63
1.83,31.91
2.03,31.81
2.23,31.72
2.43,31.81
2.63,31.72
2.83,31.72
3.03,31.72
3.23,31.72
3.43,31.72
3.63,31.81
3.83,31.72
4.03,31.7
4.23,31.7
4.43,31.7
4.63,31.72
4.83,31.7
5.03,31.7
5.23,31.7
5.43,31.7
5.63,31.7
5.83,31.71
6.03,31.72
6.23,31.8
6.43,31.8
6.63,35.09
6.83,33.63
7.03,33.63
7.23,33.63
7.43,33.63
7.63,33.93
7.83,34.03
8.03,33.44
8.23,33.53
8.43,33.53
8.63,33.53
8.83,33.53
9.03,33.63
9.23,33.55
9.43,34.22
9.63,33.44
9.94,33.53
10.52,33.65
10.75,34.12
10.95,33.53
11.15,33.53
11.35,33.56
11.61,33.56
11.81,33.55
12.01,33.94
12.21,36.33
12.41,33.62
12.61,38.21
12.81,33.62
13.01,36.28
13.21,36.28
13.41,37.63
13.61,40.38
13.81,38.33
14.01,33.69
14.23,33.69
14.43,38.96
14.63,33.62
14.83,41.79
15.03,33.59
15.27,46.34
15.48,41.99
15.68,40.19
15.88,37.34
16.08,33.89
16.28,33.83
16.48,34.13
16.68,33.94
16.88,33.64
17.08,33.45
17.28,33.53
17.48,33.53
17.68,33.63
17.88,33.63
18.08,33.63
18.28,33.63
18.48,33.63
18.68,34.03
