Time(S),GPU0_Power(W)
0.00,165.0
0.00,165.0
0.20,138.0
0.40,129.0
0.60,128.0
0.80,128.0
1.00,128.0
1.20,127.0
1.40,128.0
1.60,127.0
1.80,127.0
2.00,127.0
2.20,127.0
2.40,127.0
2.60,127.0
2.80,127.0
3.00,127.0
3.20,127.0
3.40,127.0
3.60,127.0
3.80,127.0
4.00,128.0
4.20,127.0
4.40,127.0
4.60,127.0
4.80,127.0
5.00,127.0
5.20,127.0
5.40,127.0
5.60,127.0
5.81,127.0
6.01,127.0
6.21,127.0
6.41,127.0
6.61,127.0
6.81,127.0
7.01,127.0
7.21,127.0
7.41,127.0
7.61,127.0
7.81,127.0
8.01,127.0
8.21,127.0
8.41,127.0
8.61,127.0
8.81,127.0
9.01,127.0
9.21,127.0
9.41,127.0
9.61,127.0
9.81,127.0
10.01,127.0
10.21,127.0
10.41,127.0
10.61,126.0
10.81,127.0
11.01,127.0
11.21,127.0
11.41,127.0
11.61,127.0
11.81,126.0
12.01,126.0
12.21,126.0
12.41,127.0
12.61,127.0
12.81,127.0
13.01,127.0
13.21,126.0
13.41,147.0
13.61,179.0
13.81,163.0
14.01,159.0
14.21,186.0
14.41,166.0
14.61,133.0
14.81,264.0
15.01,249.0
15.21,401.0
15.41,275.0
15.61,200.0
15.81,170.0
16.01,165.0
16.21,165.0
16.41,165.0
16.61,165.0
16.81,164.0
17.01,165.0
17.21,189.0
17.41,189.0
17.61,168.0
17.81,165.0
18.01,167.0
