Time(S),GPU0_Power(W)
0.03,35.18
0.03,35.18
0.23,34.91
0.43,34.93
0.63,34.87
0.83,34.89
1.03,34.86
1.23,34.83
1.43,34.91
1.63,35.0
1.83,34.91
2.03,32.87
2.23,32.87
2.43,32.77
2.63,32.77
2.83,32.77
3.03,32.77
3.23,32.77
3.43,32.77
3.63,32.77
3.83,32.77
4.03,32.77
4.23,32.77
4.43,32.77
4.63,32.77
4.83,32.77
5.03,32.77
5.23,32.77
5.43,32.77
5.63,32.77
5.83,36.94
6.04,35.97
6.24,36.05
6.44,35.96
6.64,35.95
6.84,35.96
7.04,35.95
7.24,35.97
7.44,36.06
7.64,35.97
7.84,34.91
8.04,35.0
8.24,34.91
8.44,34.91
8.64,34.91
8.84,34.91
9.04,34.91
9.24,34.91
9.44,35.0
9.64,34.91
9.84,34.91
10.04,34.9
10.24,34.91
10.44,34.98
10.64,34.88
10.84,34.79
11.04,34.9
11.24,35.96
11.44,35.76
11.64,34.72
11.84,34.72
12.04,35.82
12.24,47.04
12.44,45.3
12.64,34.89
12.84,35.14
13.04,46.98
13.24,42.74
13.44,34.92
13.64,35.0
13.84,37.62
14.04,46.95
14.24,37.69
14.44,42.41
14.64,44.7
14.84,34.72
15.04,34.77
15.24,35.47
15.44,46.08
15.65,44.18
15.85,34.72
16.05,34.83
16.25,38.47
16.45,48.15
16.65,36.29
16.85,34.75
17.05,35.31
17.25,44.92
17.45,44.57
17.65,34.68
17.85,34.65
18.05,36.85
18.25,44.07
18.45,40.88
18.65,34.81
18.85,35.0
19.05,49.44
19.25,47.23
19.45,34.81
19.65,34.81
19.85,35.86
20.05,48.95
20.25,44.73
20.45,34.81
20.65,35.0
20.85,45.81
21.05,46.37
21.25,34.72
21.45,34.81
21.65,35.48
21.85,45.9
22.05,45.11
22.25,34.8
22.45,34.91
22.65,41.55
22.85,45.6
23.05,34.81
23.25,34.81
23.45,35.19
23.65,45.49
23.85,44.15
24.05,34.81
24.25,34.91
24.45,38.39
24.65,46.66
24.85,37.69
25.05,34.81
25.25,35.0
25.45,50.71
25.65,45.7
25.86,34.81
26.06,34.91
26.26,36.73
26.46,44.16
26.66,40.77
26.86,34.81
27.06,34.91
27.26,45.22
27.46,45.14
27.66,34.72
27.86,34.62
28.06,35.87
28.26,48.87
28.46,44.72
28.66,34.81
28.86,34.91
29.06,40.22
29.26,46.92
29.46,34.81
29.66,34.81
29.86,35.38
30.06,47.13
30.26,43.59
30.46,34.81
30.66,34.91
30.86,37.9
31.06,47.33
31.26,34.8
31.46,34.81
31.66,35.1
31.86,43.67
32.06,46.56
32.26,34.7
32.46,34.81
32.66,36.35
32.86,46.27
33.06,38.18
33.26,34.81
33.46,35.0
33.66,50.33
33.86,46.09
34.06,34.67
34.26,34.81
34.46,35.92
34.66,49.96
34.86,42.59
35.06,34.76
35.26,34.9
35.46,42.43
35.66,44.28
35.86,34.68
36.07,34.83
36.27,35.32
36.47,45.89
36.67,43.15
36.87,34.78
37.07,34.97
37.27,38.89
37.47,48.72
37.67,34.99
37.87,34.89
38.07,35.23
38.27,46.27
38.47,42.34
38.67,35.09
38.87,35.06
39.07,37.67
39.27,45.63
39.47,37.9
39.67,40.29
39.87,49.61
40.07,34.77
40.27,34.79
40.47,35.4
40.67,48.17
40.87,44.22
41.07,34.76
41.27,34.9
41.47,37.91
41.67,47.19
41.87,38.04
42.07,34.71
42.27,35.12
42.47,44.69
42.67,45.78
42.87,34.75
43.07,34.78
43.27,36.14
43.47,45.84
43.67,46.81
43.87,34.78
44.07,35.0
44.27,46.44
44.47,46.43
44.67,34.82
44.87,34.92
45.07,34.81
45.27,34.81
45.47,34.81
45.67,34.91
45.87,34.81
46.08,34.81
46.28,34.81
46.48,34.81
46.68,34.81
46.88,34.91
47.08,34.7
47.28,34.81
47.48,34.7
47.68,35.48
