Time(S),GPU0_Power(W)
0.26,263.20
0.26,264.41
0.51,265.22
0.76,263.12
1.01,263.59
1.25,268.36
1.51,263.34
1.76,262.31
2.01,262.10
2.26,261.81
2.51,263.53
2.75,268.28
3.00,264.82
3.25,264.34
3.49,264.55
3.74,268.64
3.99,273.15
4.23,263.32
4.49,270.39
4.74,267.50
4.98,268.31
5.23,264.27
5.48,263.54
5.73,269.95
5.97,273.95
6.21,262.10
6.47,272.40
6.77,272.26
7.02,273.14
7.27,267.91
7.52,267.57
7.76,277.20
8.04,317.89
8.31,273.64
8.57,333.51
8.84,266.10
9.11,272.77
9.40,320.05
9.68,270.05
9.95,274.39
10.23,316.61
10.49,267.77
10.76,289.51
11.03,287.68
11.30,265.70
11.57,316.98
11.84,268.96
12.11,265.72
12.38,324.55
12.65,271.47
12.92,276.61
13.19,265.42
13.46,267.46
13.73,315.93
14.00,266.30
14.27,277.50
14.55,313.15
14.82,272.60
15.09,299.26
15.37,281.69
15.64,272.26
15.90,276.05
16.16,269.29
16.41,273.56
16.66,266.58
16.91,274.30
17.16,264.03
17.42,265.42
17.67,264.22
17.92,264.01
18.17,270.04
18.43,268.26
18.68,273.29
