Time(S),GPU0_Power(W)
0.26,262.42
0.26,266.26
0.52,263.44
0.77,263.22
1.01,267.37
1.26,265.78
1.51,262.76
1.76,261.76
2.01,265.03
2.25,267.03
2.50,267.73
2.74,263.53
2.99,263.70
3.23,264.34
3.48,267.87
3.72,272.33
3.98,272.09
4.22,270.74
4.47,263.01
4.71,261.83
4.96,265.68
5.20,263.34
5.45,265.67
5.69,271.63
5.95,264.51
6.27,281.99
6.53,301.90
6.79,273.92
7.04,270.11
7.30,431.24
7.58,438.94
7.86,429.46
8.12,440.03
8.39,426.06
8.67,365.60
8.96,286.87
9.23,267.90
9.50,279.06
9.76,273.56
10.00,277.44
10.26,270.30
10.51,268.84
10.77,269.31
11.03,264.97
11.29,273.72
11.54,263.62
11.79,264.96
12.05,265.25
12.31,271.20
12.57,268.46
