Time(S),GPU0_Power(W)
0.26,262.02
0.27,262.75
0.52,264.61
0.77,264.09
1.01,262.16
1.26,264.13
1.51,264.58
1.75,263.20
2.00,268.47
2.25,268.90
2.49,272.27
2.75,263.12
3.00,268.12
3.24,264.42
3.49,264.48
3.74,263.38
4.00,273.93
4.25,266.89
4.50,270.90
4.75,273.83
5.00,268.29
5.25,265.20
5.49,264.13
5.74,266.67
6.01,269.92
6.31,274.59
6.57,267.65
6.82,268.78
7.06,271.44
7.31,266.52
7.58,338.49
7.85,359.47
8.12,433.02
8.39,431.13
8.67,301.66
8.93,273.92
9.18,266.00
9.44,269.58
9.68,269.68
9.93,269.29
10.18,271.93
10.42,273.82
10.67,272.12
10.92,269.53
11.16,266.61
11.41,271.23
11.65,265.23
11.91,266.09
12.15,264.47
12.40,266.15
12.65,270.15
12.90,264.88
