Time(S),GPU0_Power(W)
0.00,162.0
0.00,162.0
0.20,144.0
0.40,130.0
0.60,127.0
0.80,127.0
1.00,127.0
1.20,127.0
1.40,127.0
1.60,127.0
1.80,127.0
2.00,127.0
2.20,127.0
2.40,127.0
2.60,127.0
2.80,127.0
3.00,127.0
3.20,127.0
3.40,127.0
3.60,127.0
3.80,126.0
4.00,127.0
4.20,127.0
4.40,126.0
4.60,127.0
4.80,127.0
5.00,127.0
5.20,126.0
5.40,127.0
5.60,127.0
5.80,127.0
6.00,126.0
6.20,127.0
6.40,127.0
6.60,126.0
6.80,126.0
7.00,126.0
7.20,126.0
7.40,127.0
7.60,126.0
7.81,126.0
8.01,127.0
8.21,127.0
8.41,127.0
8.61,126.0
8.81,127.0
9.01,129.0
9.21,164.0
9.41,167.0
9.61,161.0
9.81,160.0
10.01,160.0
10.21,160.0
10.41,160.0
10.61,160.0
11.26,160.0
11.46,160.0
11.66,160.0
11.86,160.0
12.06,160.0
12.26,160.0
12.46,160.0
12.66,160.0
12.86,159.0
13.06,160.0
13.26,160.0
13.46,160.0
13.66,160.0
13.86,159.0
14.06,160.0
14.26,160.0
14.46,161.0
14.66,162.0
14.86,193.0
15.06,144.0
15.26,131.0
15.46,200.0
15.66,171.0
15.86,212.0
16.06,176.0
16.26,198.0
16.46,215.0
16.66,176.0
16.86,193.0
17.06,217.0
17.26,177.0
17.46,191.0
17.66,181.0
17.86,207.0
18.06,178.0
18.26,182.0
18.46,208.0
18.66,221.0
18.86,184.0
19.06,167.0
19.26,188.0
19.46,212.0
19.66,173.0
19.86,184.0
20.06,208.0
20.26,224.0
20.46,184.0
20.66,167.0
20.86,194.0
21.06,461.0
21.26,338.0
21.46,533.0
21.66,340.0
21.86,558.0
22.06,363.0
22.26,327.0
22.46,348.0
22.66,317.0
22.86,192.0
23.06,169.0
23.26,166.0
23.46,165.0
23.66,165.0
23.86,165.0
24.06,165.0
24.26,164.0
24.46,184.0
24.66,192.0
24.86,168.0
25.06,165.0
