Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,124.0,117.0,141.0,122.0
0.00,124.0,117.0,141.0,122.0
0.20,98.0,85.0,103.0,99.0
0.40,84.0,76.0,94.0,85.0
0.60,118.0,113.0,127.0,130.0
0.80,130.0,93.0,109.0,131.0
1.00,132.0,77.0,95.0,132.0
1.20,132.0,88.0,133.0,101.0
1.40,132.0,76.0,139.0,85.0
1.60,132.0,75.0,141.0,83.0
1.80,91.0,74.0,142.0,98.0
2.00,83.0,74.0,140.0,96.0
2.20,82.0,74.0,140.0,85.0
2.40,82.0,74.0,140.0,83.0
2.60,82.0,100.0,140.0,83.0
2.80,82.0,81.0,141.0,83.0
3.00,82.0,75.0,140.0,83.0
3.20,82.0,75.0,140.0,83.0
3.40,124.0,118.0,149.0,122.0
3.60,131.0,91.0,142.0,104.0
3.80,132.0,76.0,141.0,86.0
4.00,132.0,74.0,141.0,83.0
4.20,132.0,74.0,140.0,83.0
4.40,132.0,74.0,141.0,83.0
4.60,89.0,74.0,140.0,83.0
4.80,83.0,75.0,140.0,83.0
5.00,82.0,75.0,141.0,83.0
5.20,82.0,75.0,141.0,83.0
5.40,103.0,75.0,143.0,83.0
5.60,85.0,74.0,145.0,83.0
5.80,82.0,74.0,144.0,83.0
6.00,82.0,74.0,144.0,83.0
6.20,82.0,74.0,145.0,83.0
6.40,82.0,74.0,144.0,83.0
6.60,82.0,74.0,144.0,83.0
6.80,82.0,74.0,145.0,83.0
7.00,82.0,74.0,144.0,83.0
7.20,82.0,74.0,145.0,83.0
7.40,82.0,74.0,144.0,83.0
7.60,82.0,74.0,144.0,83.0
7.80,82.0,74.0,145.0,83.0
8.00,82.0,74.0,144.0,83.0
8.20,82.0,74.0,144.0,83.0
8.40,82.0,74.0,143.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,74.0,145.0,83.0
9.00,82.0,74.0,145.0,83.0
9.20,82.0,74.0,143.0,83.0
9.40,82.0,74.0,143.0,83.0
9.60,82.0,74.0,144.0,83.0
9.80,82.0,81.0,145.0,83.0
10.00,82.0,85.0,144.0,83.0
10.21,82.0,76.0,141.0,102.0
10.41,82.0,74.0,141.0,85.0
10.61,82.0,74.0,140.0,83.0
10.81,82.0,74.0,141.0,83.0
11.01,82.0,74.0,140.0,83.0
11.21,82.0,74.0,140.0,83.0
11.41,82.0,74.0,140.0,83.0
11.61,82.0,74.0,140.0,83.0
11.81,124.0,74.0,142.0,83.0
12.01,134.0,74.0,143.0,83.0
12.21,90.0,74.0,143.0,83.0
12.41,83.0,74.0,143.0,83.0
12.61,82.0,74.0,143.0,83.0
12.81,82.0,74.0,143.0,83.0
13.01,82.0,74.0,143.0,83.0
13.21,82.0,74.0,143.0,83.0
13.41,82.0,74.0,143.0,83.0
